temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,nivel_gas_metano_porcentaje
9.94,100.0,85.71,14795.69,2025-03-18,10:24:00,32.84,5,1.4795690000000001
9.56,94.96,85.78,6740.05,2025-03-18,10:28:00,33.19,5,0.674005
12.01,93.11,85.84,3943.88,2025-03-18,10:32:00,33.04,5,0.394388
10.86,88.35,85.91,16422.93,2025-03-18,10:36:00,32.81,5,1.642293
12.53,84.12,85.98,6710.27,2025-03-18,10:40:00,32.48,5,0.671027
10.7,91.73,86.04,13096.24,2025-03-18,10:44:00,32.27,5,1.309624
11.94,94.69,86.11,6746.0,2025-03-18,10:48:00,32.22,5,0.6746
11.17,92.64,86.18,4856.06,2025-03-18,10:52:00,32.54,5,0.48560600000000004
14.53,93.08,86.24,11147.26,2025-03-18,10:56:00,32.74,5,1.114726
13.95,89.69,86.31,7696.69,2025-03-18,11:00:00,31.67,5,0.7696689999999999
13.55,89.71,86.38,5983.29,2025-03-18,11:04:00,32.85,5,0.598329
15.29,89.74,86.44,7306.6,2025-03-18,11:08:00,31.9,5,0.7306600000000001
13.84,89.75,86.51,3718.44,2025-03-18,11:12:00,32.05,5,0.371844
13.8,94.02,86.58,3427.99,2025-03-18,11:16:00,32.22,5,0.34279899999999996
13.33,92.78,86.64,9756.9,2025-03-18,11:20:00,32.49,5,0.97569
12.27,96.14,86.71,4472.13,2025-03-18,11:24:00,33.01,5,0.447213
12.42,94.96,86.78,15406.0,2025-03-18,11:28:00,31.97,5,1.5406
14.28,95.39,86.84,3855.8,2025-03-18,11:32:00,32.7,5,0.38558000000000003
16.16,89.91,86.91,12813.46,2025-03-18,11:36:00,31.91,5,1.2813459999999999
15.4,95.63,86.98,5465.08,2025-03-18,11:40:00,32.73,5,0.546508
15.54,83.99,87.04,11280.92,2025-03-18,11:44:00,31.99,5,1.128092
12.34,95.66,87.11,6005.55,2025-03-18,11:48:00,31.23,5,0.6005550000000001
15.75,79.48,87.18,6434.75,2025-03-18,11:52:00,31.57,5,0.643475
14.05,93.66,87.24,7207.72,2025-03-18,11:56:00,31.89,5,0.7207720000000001
15.35,87.26,87.31,26185.03,2025-03-18,12:00:00,31.73,5,2.618503
16.26,90.3,87.38,6919.74,2025-03-18,12:04:00,31.28,5,0.691974
12.99,98.91,87.44,9990.43,2025-03-18,12:08:00,31.08,5,0.999043
15.77,90.34,87.51,6068.5,2025-03-18,12:12:00,32.1,5,0.60685
16.09,83.8,87.58,6930.13,2025-03-18,12:16:00,30.5,5,0.693013
17.77,77.9,87.64,6168.49,2025-03-18,12:20:00,31.86,5,0.616849
14.9,90.33,87.71,4556.71,2025-03-18,12:24:00,31.01,5,0.455671
15.97,84.61,87.78,9205.36,2025-03-18,12:28:00,32.46,5,0.920536
16.59,88.43,87.84,8250.02,2025-03-18,12:32:00,30.46,5,0.825002
15.38,84.39,87.91,6405.4,2025-03-18,12:36:00,30.37,5,0.64054
15.51,82.09,87.98,8102.28,2025-03-18,12:40:00,31.16,5,0.810228
15.6,85.4,88.04,6221.42,2025-03-18,12:44:00,31.84,5,0.622142
16.65,87.52,88.11,7274.27,2025-03-18,12:48:00,32.37,5,0.727427
20.57,79.76,88.18,16952.81,2025-03-18,12:52:00,31.73,5,1.695281
17.06,80.35,88.24,5971.67,2025-03-18,12:56:00,31.26,5,0.597167
18.39,91.42,88.31,8146.58,2025-03-18,13:00:00,30.66,5,0.814658
17.64,82.84,88.38,14129.77,2025-03-18,13:04:00,30.72,5,1.4129770000000001
17.14,72.99,88.44,8149.42,2025-03-18,13:08:00,30.72,5,0.814942
17.87,87.85,88.51,5025.08,2025-03-18,13:12:00,30.8,5,0.502508
19.63,80.5,88.58,11889.12,2025-03-18,13:16:00,30.83,5,1.1889120000000002
18.16,81.91,88.64,4194.15,2025-03-18,13:20:00,31.01,5,0.419415
18.11,81.88,88.71,19312.78,2025-03-18,13:24:00,30.58,5,1.9312779999999998
18.14,81.87,88.78,13208.16,2025-03-18,13:28:00,30.9,5,1.320816
16.79,93.15,88.84,7020.48,2025-03-18,13:32:00,30.97,5,0.702048
21.03,80.77,88.91,7964.52,2025-03-18,13:36:00,30.18,5,0.796452
18.23,83.95,88.98,8154.87,2025-03-18,13:40:00,30.06,5,0.815487
22.24,75.32,89.04,8789.17,2025-03-18,13:44:00,31.19,5,0.8789170000000001
19.97,88.69,89.11,10276.49,2025-03-18,13:48:00,30.65,5,1.027649
22.46,80.52,89.18,9739.24,2025-03-18,13:52:00,30.47,5,0.973924
19.43,85.81,89.24,4540.27,2025-03-18,13:56:00,29.79,5,0.45402700000000007
18.53,83.59,89.31,9103.44,2025-03-18,14:00:00,30.84,5,0.910344
22.26,81.61,89.38,10069.71,2025-03-18,14:04:00,30.41,5,1.0069709999999998
19.23,83.13,89.44,16015.98,2025-03-18,14:08:00,31.11,5,1.6015979999999999
23.09,73.5,89.51,8000.61,2025-03-18,14:12:00,30.41,5,0.800061
21.85,79.06,89.58,7453.04,2025-03-18,14:16:00,30.14,5,0.745304
23.8,84.78,89.64,7588.78,2025-03-18,14:20:00,29.91,5,0.7588779999999999
19.09,82.38,89.71,7563.47,2025-03-18,14:24:00,30.97,5,0.756347
23.13,81.65,89.78,7801.9,2025-03-18,14:28:00,30.63,5,0.7801899999999999
19.91,86.1,89.84,5683.53,2025-03-18,14:32:00,30.19,5,0.568353
16.77,87.66,89.91,8135.94,2025-03-18,14:36:00,30.51,5,0.8135939999999999
23.53,82.99,89.98,7309.97,2025-03-18,14:40:00,30.16,5,0.730997
21.9,66.29,90.05,6322.2,2025-03-18,14:44:00,29.04,5,0.63222
24.0,64.81,90.11,8190.64,2025-03-18,14:48:00,30.37,5,0.819064
22.43,84.99,90.18,10923.96,2025-03-18,14:52:00,30.2,5,1.092396
22.46,73.07,90.25,6948.24,2025-03-18,14:56:00,29.26,5,0.694824
25.58,72.18,90.31,10101.17,2025-03-18,15:00:00,30.05,5,1.010117
22.99,84.26,90.38,8227.44,2025-03-18,15:04:00,29.3,5,0.822744
21.97,78.04,90.45,5434.07,2025-03-18,15:08:00,29.46,5,0.543407
22.91,84.08,90.51,5888.45,2025-03-18,15:12:00,29.7,5,0.588845
23.57,72.7,90.58,14404.67,2025-03-18,15:16:00,29.63,5,1.440467
17.73,86.48,90.65,6463.56,2025-03-18,15:20:00,29.49,5,0.646356
24.57,73.44,90.71,16220.12,2025-03-18,15:24:00,28.67,5,1.622012
26.46,77.76,90.78,11171.59,2025-03-18,15:28:00,29.46,5,1.117159
23.81,72.98,90.85,9822.57,2025-03-18,15:32:00,30.23,5,0.9822569999999999
23.23,70.34,90.91,12040.22,2025-03-18,15:36:00,29.48,5,1.204022
25.0,70.16,90.98,5873.82,2025-03-18,15:40:00,29.21,5,0.587382
27.87,66.08,91.05,10623.13,2025-03-18,15:44:00,29.6,5,1.0623129999999998
25.48,68.55,91.11,19542.29,2025-03-18,15:48:00,29.28,5,1.954229
25.12,68.87,91.18,6365.22,2025-03-18,15:52:00,28.95,5,0.636522
24.07,79.51,91.25,13244.92,2025-03-18,15:56:00,29.57,5,1.324492
22.86,82.75,91.31,7479.52,2025-03-18,16:00:00,29.2,5,0.7479520000000001
25.2,74.16,91.38,8046.47,2025-03-18,16:04:00,29.23,5,0.804647
25.38,68.69,91.45,8235.34,2025-03-18,16:08:00,28.88,5,0.823534
21.58,74.71,91.51,6639.8,2025-03-18,16:12:00,28.88,5,0.66398
24.14,63.43,91.58,4461.16,2025-03-18,16:16:00,29.28,5,0.446116
28.05,69.82,91.65,11179.03,2025-03-18,16:20:00,28.59,5,1.117903
25.36,68.54,91.71,6222.15,2025-03-18,16:24:00,29.95,5,0.622215
21.11,85.7,91.78,7738.91,2025-03-18,16:28:00,28.45,5,0.773891
29.36,59.07,91.85,14058.09,2025-03-18,16:32:00,28.4,5,1.405809
24.51,70.27,91.91,6419.39,2025-03-18,16:36:00,29.17,5,0.641939
25.49,71.29,91.98,5312.41,2025-03-18,16:40:00,28.6,5,0.531241
28.69,69.3,92.05,12696.2,2025-03-18,16:44:00,28.86,5,1.26962
25.21,81.2,92.11,14142.0,2025-03-18,16:48:00,29.27,5,1.4142
22.88,68.83,92.18,8301.13,2025-03-18,16:52:00,28.67,5,0.8301129999999999
27.38,67.42,92.25,6502.74,2025-03-18,16:56:00,28.59,5,0.650274
28.66,59.86,92.31,11998.45,2025-03-18,17:00:00,28.1,5,1.199845
26.26,74.57,92.38,8732.55,2025-03-18,17:04:00,27.91,5,0.8732549999999999
27.07,66.16,92.45,5536.34,2025-03-18,17:08:00,27.52,5,0.553634
25.07,71.88,92.51,7562.48,2025-03-18,17:12:00,27.88,5,0.7562479999999999
25.56,70.8,92.58,8416.95,2025-03-18,17:16:00,27.96,5,0.8416950000000001
27.02,70.06,92.65,7909.51,2025-03-18,17:20:00,27.77,5,0.7909510000000001
29.07,65.62,92.71,11930.62,2025-03-18,17:24:00,27.97,5,1.193062
28.08,63.03,92.78,12544.13,2025-03-18,17:28:00,27.82,5,1.254413
30.03,65.38,92.85,6082.08,2025-03-18,17:32:00,28.43,5,0.608208
31.4,58.93,92.91,7678.27,2025-03-18,17:36:00,27.31,5,0.767827
29.96,69.13,92.98,10310.84,2025-03-18,17:40:00,28.41,5,1.0310840000000001
25.11,72.62,93.05,6365.19,2025-03-18,17:44:00,28.21,5,0.636519
27.82,63.07,93.11,9783.46,2025-03-18,17:48:00,27.36,5,0.9783459999999999
30.23,76.68,93.18,5228.25,2025-03-18,17:52:00,27.14,5,0.522825
28.33,75.8,93.25,8462.37,2025-03-18,17:56:00,28.01,5,0.8462370000000001
25.42,84.09,93.31,7830.3,2025-03-18,18:00:00,27.96,5,0.78303
27.64,66.82,93.38,9629.84,2025-03-18,18:04:00,27.24,5,0.9629840000000001
24.28,69.4,93.45,6215.66,2025-03-18,18:08:00,26.93,5,0.621566
28.36,71.5,93.51,5515.33,2025-03-18,18:12:00,27.35,5,0.5515329999999999
27.62,74.11,93.58,4628.58,2025-03-18,18:16:00,25.9,5,0.462858
28.34,68.47,93.65,5259.88,2025-03-18,18:20:00,27.73,5,0.525988
31.5,52.23,93.71,9797.45,2025-03-18,18:24:00,27.09,5,0.9797450000000001
26.54,65.28,93.78,6512.31,2025-03-18,18:28:00,27.46,5,0.651231
27.84,70.36,93.85,6320.47,2025-03-18,18:32:00,28.21,5,0.632047
27.05,66.12,93.91,12445.04,2025-03-18,18:36:00,27.07,5,1.244504
31.54,55.87,93.98,8391.77,2025-03-18,18:40:00,27.56,5,0.8391770000000001
31.72,61.14,94.05,4350.63,2025-03-18,18:44:00,27.05,5,0.43506300000000003
30.23,48.42,94.11,15477.06,2025-03-18,18:48:00,26.91,5,1.547706
30.18,61.71,94.18,4948.87,2025-03-18,18:52:00,27.85,5,0.49488699999999997
27.21,67.05,94.25,20570.4,2025-03-18,18:56:00,26.76,5,2.05704
30.06,66.47,94.31,11249.41,2025-03-18,19:00:00,27.27,5,1.124941
27.46,71.55,94.38,5553.83,2025-03-18,19:04:00,27.1,5,0.555383
29.83,67.15,94.45,9110.54,2025-03-18,19:08:00,27.11,5,0.9110540000000001
29.09,70.84,94.51,20535.55,2025-03-18,19:12:00,27.17,5,2.053555
28.63,66.22,94.58,8240.69,2025-03-18,19:16:00,27.07,5,0.824069
29.9,57.87,94.65,5013.01,2025-03-18,19:20:00,26.48,5,0.501301
31.23,63.37,94.71,9619.56,2025-03-18,19:24:00,26.5,5,0.9619559999999999
33.45,55.44,94.78,6576.39,2025-03-18,19:28:00,26.81,5,0.6576390000000001
31.03,56.67,94.85,8786.19,2025-03-18,19:32:00,25.7,5,0.878619
34.5,61.14,94.91,5158.75,2025-03-18,19:36:00,26.76,5,0.515875
30.36,57.39,94.98,5761.59,2025-03-18,19:40:00,26.24,5,0.576159
33.54,63.09,95.05,8029.23,2025-03-18,19:44:00,27.01,5,0.8029229999999999
30.86,57.25,95.11,8003.23,2025-03-18,19:48:00,25.46,5,0.800323
30.47,62.84,95.18,13297.42,2025-03-18,19:52:00,26.63,5,1.329742
29.66,62.69,95.25,19548.48,2025-03-18,19:56:00,26.48,5,1.954848
30.6,69.79,95.31,5019.16,2025-03-18,20:00:00,26.38,5,0.501916
30.86,66.68,95.38,6790.31,2025-03-18,20:04:00,26.91,5,0.679031
27.16,65.14,95.45,6716.53,2025-03-18,20:08:00,26.22,5,0.671653
31.39,62.13,95.51,7855.14,2025-03-18,20:12:00,26.29,5,0.785514
27.01,76.14,95.58,6054.05,2025-03-18,20:16:00,25.51,5,0.605405
31.36,70.42,95.65,4450.15,2025-03-18,20:20:00,26.13,5,0.44501499999999994
31.14,56.44,95.71,9522.13,2025-03-18,20:24:00,25.9,5,0.9522129999999999
32.77,67.43,95.78,9568.06,2025-03-18,20:28:00,25.84,5,0.9568059999999999
28.18,73.93,95.85,11443.09,2025-03-18,20:32:00,25.13,5,1.144309
27.9,69.04,95.91,17230.82,2025-03-18,20:36:00,26.75,5,1.723082
32.06,61.45,95.98,9573.55,2025-03-18,20:40:00,25.36,5,0.957355
27.67,65.75,96.05,11944.9,2025-03-18,20:44:00,25.65,5,1.19449
27.44,62.58,96.11,18673.61,2025-03-18,20:48:00,25.0,5,1.867361
30.16,66.45,96.18,6744.6,2025-03-18,20:52:00,24.98,5,0.6744600000000001
29.61,64.74,96.25,6769.33,2025-03-18,20:56:00,24.94,5,0.676933
29.97,67.22,96.31,7019.8,2025-03-18,21:00:00,26.38,5,0.70198
30.69,66.26,96.38,13038.13,2025-03-18,21:04:00,24.76,5,1.3038129999999999
30.65,76.62,96.45,22780.49,2025-03-18,21:08:00,25.23,5,2.278049
29.35,71.95,96.51,7324.11,2025-03-18,21:12:00,25.27,5,0.7324109999999999
29.55,68.41,96.58,8372.16,2025-03-18,21:16:00,25.06,5,0.837216
29.26,55.42,96.65,8079.15,2025-03-18,21:20:00,24.94,5,0.8079149999999999
29.41,67.85,96.72,10645.74,2025-03-18,21:24:00,25.12,5,1.064574
26.5,78.17,96.78,15251.81,2025-03-18,21:28:00,24.67,5,1.525181
30.72,61.79,96.85,18574.39,2025-03-18,21:32:00,25.71,5,1.8574389999999998
31.23,74.1,96.92,7749.65,2025-03-18,21:36:00,25.97,5,0.774965
30.34,67.21,96.98,6129.19,2025-03-18,21:40:00,25.77,5,0.612919
30.11,66.31,97.05,9184.06,2025-03-18,21:44:00,24.14,5,0.918406
26.93,64.65,97.12,7980.12,2025-03-18,21:48:00,24.06,5,0.7980119999999999
26.0,78.52,97.18,28175.62,2025-03-18,21:52:00,24.22,5,2.8175619999999997
30.41,60.23,97.25,6479.55,2025-03-18,21:56:00,25.23,5,0.6479550000000001
28.72,64.1,97.32,6031.55,2025-03-18,22:00:00,24.66,5,0.603155
28.91,57.23,97.38,9260.43,2025-03-18,22:04:00,26.07,5,0.9260430000000001
28.91,71.12,97.45,6555.49,2025-03-18,22:08:00,24.84,5,0.6555489999999999
28.9,69.59,97.52,18827.3,2025-03-18,22:12:00,25.31,5,1.88273
29.58,65.68,97.58,23779.84,2025-03-18,22:16:00,25.27,5,2.377984
28.0,71.7,97.65,6922.44,2025-03-18,22:20:00,24.19,5,0.692244
24.28,76.81,97.72,10058.68,2025-03-18,22:24:00,24.22,5,1.005868
29.36,64.13,97.78,19649.44,2025-03-18,22:28:00,25.37,5,1.9649439999999998
29.04,62.52,97.85,5411.31,2025-03-18,22:32:00,23.69,5,0.541131
25.18,63.65,97.92,6046.73,2025-03-18,22:36:00,24.42,5,0.6046729999999999
25.33,71.12,97.98,4555.16,2025-03-18,22:40:00,24.8,5,0.455516
29.31,59.49,98.05,9382.33,2025-03-18,22:44:00,24.65,5,0.938233
29.67,66.31,98.12,10282.9,2025-03-18,22:48:00,24.16,5,1.02829
21.99,76.22,98.18,15479.58,2025-03-18,22:52:00,24.1,5,1.547958
28.08,65.88,98.25,8260.62,2025-03-18,22:56:00,23.64,5,0.8260620000000001
26.63,75.29,98.32,8188.34,2025-03-18,23:00:00,23.76,5,0.8188340000000001
27.09,64.43,98.38,17541.44,2025-03-18,23:04:00,24.99,5,1.754144
27.08,60.14,98.45,7727.36,2025-03-18,23:08:00,24.23,5,0.772736
25.17,71.12,98.52,5552.05,2025-03-18,23:12:00,23.78,5,0.5552050000000001
27.87,64.5,98.58,6146.96,2025-03-18,23:16:00,24.35,5,0.614696
25.05,73.03,98.65,20673.04,2025-03-18,23:20:00,23.76,5,2.067304
27.79,63.75,98.72,16909.02,2025-03-18,23:24:00,23.4,5,1.6909020000000001
28.09,69.96,98.78,6423.55,2025-03-18,23:28:00,23.61,5,0.642355
24.27,68.72,98.85,11747.82,2025-03-18,23:32:00,23.15,5,1.174782
24.18,68.81,98.92,6426.62,2025-03-18,23:36:00,24.61,5,0.642662
25.96,74.14,98.98,22637.43,2025-03-18,23:40:00,24.08,5,2.263743
28.6,66.87,99.05,6815.32,2025-03-18,23:44:00,24.03,5,0.6815319999999999
24.26,67.67,99.12,5653.48,2025-03-18,23:48:00,23.4,5,0.565348
24.49,68.5,99.18,7151.47,2025-03-18,23:52:00,23.59,5,0.715147
25.79,69.45,99.25,9800.39,2025-03-18,23:56:00,23.33,5,0.980039
26.31,64.81,99.32,5705.77,2025-03-19,00:00:00,22.83,5,0.570577
25.9,69.71,99.38,11124.09,2025-03-19,00:04:00,23.94,5,1.112409
24.76,71.6,99.45,5281.57,2025-03-19,00:08:00,23.84,5,0.528157
23.93,69.52,99.52,14352.88,2025-03-19,00:12:00,23.59,5,1.435288
25.05,75.68,99.58,12461.04,2025-03-19,00:16:00,23.36,5,1.246104
17.83,78.16,99.65,13246.62,2025-03-19,00:20:00,22.86,5,1.324662
27.81,74.52,99.72,9372.03,2025-03-19,00:24:00,23.42,5,0.9372030000000001
23.54,73.6,99.78,10492.93,2025-03-19,00:28:00,22.72,5,1.049293
24.11,70.54,99.85,10899.51,2025-03-19,00:32:00,22.74,5,1.0899510000000001
27.78,71.02,99.92,9059.25,2025-03-19,00:36:00,22.63,5,0.905925
21.94,77.27,99.98,10126.48,2025-03-19,00:40:00,22.74,5,1.012648
27.92,71.92,100.05,5262.63,2025-03-19,00:44:00,22.65,5,0.526263
24.57,63.14,100.12,5791.94,2025-03-19,00:48:00,23.34,5,0.579194
23.82,76.86,100.18,9618.86,2025-03-19,00:52:00,22.43,5,0.961886
24.04,71.34,100.25,5568.55,2025-03-19,00:56:00,22.88,5,0.556855
20.91,78.83,100.32,7925.23,2025-03-19,01:00:00,23.14,5,0.792523
19.12,80.88,100.38,5461.71,2025-03-19,01:04:00,23.4,5,0.546171
19.89,86.9,100.45,15039.98,2025-03-19,01:08:00,22.94,5,1.503998
24.25,64.32,100.52,4976.97,2025-03-19,01:12:00,21.75,5,0.497697
20.04,88.02,100.58,8641.46,2025-03-19,01:16:00,22.54,5,0.8641459999999999
18.43,85.89,100.65,4785.08,2025-03-19,01:20:00,22.97,5,0.478508
21.41,78.65,100.72,4576.34,2025-03-19,01:24:00,22.07,5,0.45763400000000004
22.54,69.02,100.78,7205.64,2025-03-19,01:28:00,23.18,5,0.720564
21.3,69.7,100.85,14253.83,2025-03-19,01:32:00,23.12,5,1.425383
22.26,73.81,100.92,8900.29,2025-03-19,01:36:00,22.68,5,0.8900290000000001
23.18,78.4,100.98,8109.76,2025-03-19,01:40:00,22.86,5,0.810976
21.84,77.21,101.05,4714.91,2025-03-19,01:44:00,22.94,5,0.471491
20.22,82.57,101.12,4802.74,2025-03-19,01:48:00,22.32,5,0.480274
19.26,73.79,101.18,10423.92,2025-03-19,01:52:00,22.68,5,1.042392
21.72,77.65,101.25,9785.79,2025-03-19,01:56:00,21.62,5,0.9785790000000001
20.55,84.65,101.32,15140.59,2025-03-19,02:00:00,22.51,5,1.514059
18.1,90.1,101.38,15912.46,2025-03-19,02:04:00,22.3,5,1.591246
22.26,70.35,101.45,26297.18,2025-03-19,02:08:00,23.3,5,2.629718
20.0,78.24,101.52,9949.49,2025-03-19,02:12:00,21.82,5,0.994949
20.61,77.38,101.58,17551.49,2025-03-19,02:16:00,22.6,5,1.755149
18.34,79.35,101.65,23032.8,2025-03-19,02:20:00,22.39,5,2.30328
21.22,82.71,101.72,8402.65,2025-03-19,02:24:00,21.82,5,0.8402649999999999
15.61,100.0,101.78,10041.7,2025-03-19,02:28:00,20.92,5,1.00417
21.96,71.49,101.85,6227.94,2025-03-19,02:32:00,21.58,5,0.622794
14.56,90.29,101.92,11324.31,2025-03-19,02:36:00,21.68,5,1.132431
15.51,88.21,101.98,5982.7,2025-03-19,02:40:00,22.16,5,0.59827
18.6,83.69,102.05,6889.66,2025-03-19,02:44:00,21.78,5,0.688966
16.86,91.38,102.12,16498.42,2025-03-19,02:48:00,21.61,5,1.6498419999999998
17.09,86.23,102.18,7187.94,2025-03-19,02:52:00,21.96,5,0.7187939999999999
16.52,74.54,102.25,12205.04,2025-03-19,02:56:00,21.89,5,1.220504
15.85,79.05,102.32,12275.2,2025-03-19,03:00:00,21.94,5,1.2275200000000002
17.88,77.85,102.38,4538.87,2025-03-19,03:04:00,20.98,5,0.453887
16.98,80.79,102.45,12900.35,2025-03-19,03:08:00,21.85,5,1.290035
18.68,81.28,102.52,7526.65,2025-03-19,03:12:00,21.97,5,0.7526649999999999
16.9,83.57,102.58,6675.46,2025-03-19,03:16:00,22.61,5,0.667546
15.75,77.26,102.65,9560.76,2025-03-19,03:20:00,21.47,5,0.956076
17.97,75.01,102.72,7639.45,2025-03-19,03:24:00,21.72,5,0.763945
12.59,80.52,102.78,13060.93,2025-03-19,03:28:00,21.36,5,1.306093
10.93,85.84,102.85,11585.45,2025-03-19,03:32:00,21.4,5,1.1585450000000002
12.76,95.82,102.92,19834.14,2025-03-19,03:36:00,21.59,5,1.983414
15.09,86.02,102.98,9127.41,2025-03-19,03:40:00,20.19,5,0.912741
16.4,80.64,103.05,8403.78,2025-03-19,03:44:00,21.1,5,0.8403780000000001
10.12,85.24,103.12,27318.2,2025-03-19,03:48:00,21.07,5,2.73182
15.28,82.01,103.18,13864.47,2025-03-19,03:52:00,20.55,5,1.386447
14.44,91.37,103.25,8337.22,2025-03-19,03:56:00,20.04,5,0.833722
15.27,89.47,103.32,20025.73,2025-03-19,04:00:00,20.53,5,2.002573
11.03,92.19,103.39,10553.81,2025-03-19,04:04:00,20.88,5,1.055381
19.93,78.77,103.45,7221.53,2025-03-19,04:08:00,20.57,5,0.7221529999999999
14.62,79.22,103.52,6613.51,2025-03-19,04:12:00,20.77,5,0.661351
11.97,88.16,103.59,8968.27,2025-03-19,04:16:00,20.11,5,0.896827
14.52,90.99,103.65,10008.42,2025-03-19,04:20:00,20.61,5,1.000842
17.11,80.96,103.72,9180.09,2025-03-19,04:24:00,20.66,5,0.918009
11.41,100.0,103.79,9952.4,2025-03-19,04:28:00,19.81,5,0.99524
10.85,99.75,103.85,13127.14,2025-03-19,04:32:00,19.71,5,1.312714
13.47,87.53,103.92,7039.04,2025-03-19,04:36:00,20.75,5,0.703904
13.51,88.41,103.99,5162.76,2025-03-19,04:40:00,20.37,5,0.5162760000000001
14.86,98.83,104.05,6021.51,2025-03-19,04:44:00,19.75,5,0.602151
16.26,89.85,104.12,11521.66,2025-03-19,04:48:00,20.0,5,1.152166
14.74,88.24,104.19,6986.01,2025-03-19,04:52:00,20.4,5,0.698601
10.28,95.51,104.25,9657.44,2025-03-19,04:56:00,19.66,5,0.965744
10.79,94.56,104.32,6846.89,2025-03-19,05:00:00,20.84,5,0.684689
11.21,93.1,104.39,7220.5,2025-03-19,05:04:00,20.31,5,0.72205
14.24,83.28,104.45,10161.66,2025-03-19,05:08:00,20.39,5,1.016166
13.78,87.32,104.52,11819.29,2025-03-19,05:12:00,20.02,5,1.181929
14.98,80.36,104.59,9470.45,2025-03-19,05:16:00,20.19,5,0.947045
13.46,93.44,104.65,11209.58,2025-03-19,05:20:00,20.9,5,1.120958
10.97,92.88,104.72,5464.47,2025-03-19,05:24:00,19.57,5,0.546447
11.73,96.29,104.79,8403.04,2025-03-19,05:28:00,19.55,5,0.840304
9.09,89.99,104.85,7692.98,2025-03-19,05:32:00,20.76,5,0.7692979999999999
13.17,97.36,104.92,12025.27,2025-03-19,05:36:00,20.31,5,1.2025270000000001
10.56,100.0,104.99,6808.88,2025-03-19,05:40:00,19.52,5,0.680888
14.16,80.89,105.05,5170.44,2025-03-19,05:44:00,19.17,5,0.517044
12.81,88.25,105.12,5138.54,2025-03-19,05:48:00,19.31,5,0.513854
15.4,84.92,105.19,9132.57,2025-03-19,05:52:00,20.49,5,0.913257
12.27,84.41,105.25,10677.93,2025-03-19,05:56:00,19.47,5,1.067793
12.14,90.49,105.32,10095.1,2025-03-19,06:00:00,19.91,5,1.0095100000000001
10.89,96.46,105.39,7862.84,2025-03-19,06:04:00,19.45,5,0.786284
10.4,92.05,105.45,7510.27,2025-03-19,06:08:00,19.45,5,0.751027
10.57,85.58,105.52,10414.08,2025-03-19,06:12:00,19.54,5,1.041408
13.01,94.35,105.59,6348.26,2025-03-19,06:16:00,19.13,5,0.634826
8.24,93.68,105.65,8081.82,2025-03-19,06:20:00,19.02,5,0.808182
10.99,90.08,105.72,9207.26,2025-03-19,06:24:00,19.89,5,0.920726
7.46,100.0,105.79,18710.22,2025-03-19,06:28:00,18.95,5,1.8710220000000002
11.47,94.77,105.85,4757.67,2025-03-19,06:32:00,19.27,5,0.475767
9.75,91.33,105.92,7178.78,2025-03-19,06:36:00,19.5,5,0.717878
11.61,86.64,105.99,8223.82,2025-03-19,06:40:00,19.2,5,0.822382
9.06,100.0,106.05,16706.42,2025-03-19,06:44:00,19.25,5,1.6706419999999997
9.98,99.52,106.12,10080.5,2025-03-19,06:48:00,18.01,5,1.00805
11.7,89.91,106.19,14016.29,2025-03-19,06:52:00,18.9,5,1.401629
10.64,87.75,106.25,4809.96,2025-03-19,06:56:00,19.38,5,0.480996
13.43,91.79,106.32,15207.24,2025-03-19,07:00:00,19.82,5,1.520724
9.33,98.97,106.39,6067.52,2025-03-19,07:04:00,19.22,5,0.6067520000000001
9.12,94.46,106.45,10918.05,2025-03-19,07:08:00,18.72,5,1.091805
12.69,85.45,106.52,9278.13,2025-03-19,07:12:00,18.84,5,0.9278129999999999
9.45,95.95,106.59,6543.8,2025-03-19,07:16:00,18.87,5,0.6543800000000001
9.33,98.32,106.65,4812.26,2025-03-19,07:20:00,17.44,5,0.48122600000000004
10.89,91.23,106.72,13788.34,2025-03-19,07:24:00,17.83,5,1.3788340000000001
9.77,96.66,106.79,10983.64,2025-03-19,07:28:00,18.44,5,1.098364
9.45,97.63,106.85,29286.2,2025-03-19,07:32:00,18.28,5,2.92862
8.67,100.0,106.92,11534.14,2025-03-19,07:36:00,18.08,5,1.153414
12.76,88.75,106.99,5014.91,2025-03-19,07:40:00,18.42,5,0.501491
9.72,89.72,107.05,7375.47,2025-03-19,07:44:00,18.43,5,0.7375470000000001
8.89,96.33,107.12,11068.48,2025-03-19,07:48:00,17.37,5,1.106848
9.41,100.0,107.19,5546.87,2025-03-19,07:52:00,17.4,5,0.554687
10.71,85.12,107.25,8786.82,2025-03-19,07:56:00,17.83,5,0.878682
12.92,79.05,107.32,7026.9,2025-03-19,08:00:00,18.28,5,0.7026899999999999
9.66,94.96,107.39,14177.49,2025-03-19,08:04:00,17.85,5,1.417749
8.28,95.68,107.45,11488.45,2025-03-19,08:08:00,17.63,5,1.1488450000000001
13.85,88.18,107.52,8089.95,2025-03-19,08:12:00,18.57,5,0.808995
10.3,93.33,107.59,8234.89,2025-03-19,08:16:00,18.14,5,0.8234889999999999
9.83,100.0,107.65,9590.06,2025-03-19,08:20:00,17.68,5,0.9590059999999999
