temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID
27.81,49.44,72.31,2047.5,5/1/2025,12:34:29,65.52,1,32095
27.82,49.4,72.31,2047.5,5/1/2025,12:34:41,65.47,1,32096
27.81,49.38,72.31,2047.5,5/1/2025,12:34:53,65.42,1,32097
27.84,49.36,72.32,2047.5,5/1/2025,12:35:05,65.38,1,32098
27.85,49.37,72.32,2047.5,5/1/2025,12:35:20,65.32,1,32099
27.82,49.37,72.32,2047.5,5/1/2025,12:35:36,65.25,1,32100
27.84,49.38,72.33,2047.5,5/1/2025,12:35:48,65.21,1,32101
27.84,49.38,72.33,2047.5,5/1/2025,12:36:03,65.15,1,32102
27.83,49.38,72.34,2047.5,5/1/2025,12:36:20,65.08,1,32103
27.83,49.41,72.34,2047.5,5/1/2025,12:36:32,65.03,1,32104
27.86,49.39,72.34,2047.5,5/1/2025,12:36:44,64.98,1,32105
27.83,49.42,72.35,2047.5,5/1/2025,12:36:55,64.94,1,32106
27.82,49.41,72.35,2047.5,5/1/2025,12:37:07,64.89,1,32107
27.83,49.4,72.35,2047.5,5/1/2025,12:37:19,64.85,1,32108
27.81,49.42,72.36,2047.5,5/1/2025,12:37:31,64.8,1,32109
27.81,49.41,72.36,2047.5,5/1/2025,12:37:46,64.74,1,32110
27.82,49.44,72.36,2047.5,5/1/2025,12:37:58,64.69,1,32111
27.82,49.43,72.37,2047.5,5/1/2025,12:38:10,64.64,1,32112
27.81,49.44,72.37,2047.5,5/1/2025,12:38:22,64.6,1,32113
27.83,49.46,72.38,2047.5,5/1/2025,12:38:43,64.51,1,32114
27.83,49.46,72.38,2047.5,5/1/2025,12:38:55,64.46,1,32115
27.83,49.46,72.38,2047.5,5/1/2025,12:39:07,64.42,1,32116
27.83,49.49,72.39,2047.5,5/1/2025,12:39:19,64.37,1,32117
27.82,49.48,72.39,2047.5,5/1/2025,12:39:31,64.32,1,32118
27.81,49.46,72.39,2047.5,5/1/2025,12:39:42,64.28,1,32119
27.83,49.48,72.4,2047.5,5/1/2025,12:39:54,64.23,1,32120
27.83,49.5,72.4,2047.5,5/1/2025,12:40:06,64.18,1,32121
27.83,49.5,72.4,2047.5,5/1/2025,12:40:18,64.13,1,32122
27.81,49.5,72.41,2047.5,5/1/2025,12:40:29,64.09,1,32123
27.83,49.5,72.41,2047.5,5/1/2025,12:40:41,64.04,1,32124
27.8,49.5,72.41,2047.5,5/1/2025,12:40:53,64,1,32125
27.8,49.54,72.42,2047.5,5/1/2025,12:41:05,63.95,1,32126
27.82,49.5,72.42,2047.5,5/1/2025,12:41:17,63.9,1,32127
27.82,49.53,72.42,2047.5,5/1/2025,12:41:28,63.86,1,32128
27.82,49.53,72.42,2047.5,5/1/2025,12:41:40,63.81,1,32129
27.81,49.52,72.43,2047.5,5/1/2025,12:41:52,63.76,1,32130
27.82,49.54,72.43,2047.5,5/1/2025,12:42:04,63.71,1,32131
27.82,49.54,72.44,2047.5,5/1/2025,12:42:16,63.67,1,32132
27.81,49.54,72.44,2047.5,5/1/2025,12:42:27,63.62,1,32133
27.83,49.54,72.44,2047.5,5/1/2025,12:42:39,63.58,1,32134
27.82,49.56,72.44,2047.5,5/1/2025,12:42:51,63.53,1,32135
27.83,49.55,72.45,2047.5,5/1/2025,12:43:03,63.48,1,32136
27.82,49.56,72.45,2047.5,5/1/2025,12:43:14,63.44,1,32137
27.83,49.55,72.45,2047.5,5/1/2025,12:43:26,63.39,1,32138
27.81,49.57,72.46,2047.5,5/1/2025,12:43:38,63.34,1,32139
27.81,49.58,72.46,2047.5,5/1/2025,12:43:50,63.29,1,32140
27.83,49.58,72.46,2047.5,5/1/2025,12:44:01,63.25,1,32141
27.81,49.56,72.47,2047.5,5/1/2025,12:44:13,63.2,1,32142
27.82,49.61,72.47,2047.5,5/1/2025,12:44:25,63.15,1,32143
27.82,49.59,72.47,2047.5,5/1/2025,12:44:37,63.11,1,32144
27.81,49.59,72.48,2047.5,5/1/2025,12:44:48,63.06,1,32145
27.82,49.58,72.48,2047.5,5/1/2025,12:45:00,63.02,1,32146
27.83,49.59,72.48,2047.5,5/1/2025,12:45:12,62.97,1,32147
27.82,49.63,72.49,2047.5,5/1/2025,12:45:23,62.92,1,32148
27.82,49.63,72.49,2047.5,5/1/2025,12:45:35,62.88,1,32149
27.81,49.62,72.49,2047.5,5/1/2025,12:45:47,62.83,1,32150
27.82,49.64,72.5,2047.5,5/1/2025,12:45:59,62.78,1,32151
27.82,49.62,72.5,2047.5,5/1/2025,12:46:10,62.74,1,32152
27.83,49.6,72.5,2047.5,5/1/2025,12:46:22,62.69,1,32153
27.83,49.6,72.51,2047.5,5/1/2025,12:46:34,62.64,1,32154
27.83,49.63,72.51,2047.5,5/1/2025,12:46:46,62.6,1,32155
27.82,49.61,72.51,2047.5,5/1/2025,12:46:57,62.55,1,32156
27.82,49.64,72.52,2047.5,5/1/2025,12:47:09,62.5,1,32157
27.82,49.61,72.52,2047.5,5/1/2025,12:47:21,62.46,1,32158
27.8,49.61,72.52,2047.5,5/1/2025,12:47:32,62.41,1,32159
27.83,49.66,72.53,2047.5,5/1/2025,12:47:44,62.37,1,32160
27.82,49.65,72.53,2047.5,5/1/2025,12:47:56,62.32,1,32161
27.81,49.63,72.53,2047.5,5/1/2025,12:48:07,62.27,1,32162
27.81,49.61,72.54,2047.5,5/1/2025,12:48:19,62.23,1,32163
27.82,49.64,72.54,2047.5,5/1/2025,12:48:31,62.18,1,32164
27.8,49.64,72.54,2047.5,5/1/2025,12:48:43,62.13,1,32165
27.8,49.65,72.55,2047.5,5/1/2025,12:48:55,62.08,1,32166
27.8,49.64,72.55,2047.5,5/1/2025,12:49:07,62.04,1,32167
27.8,49.64,72.55,2047.5,5/1/2025,12:49:19,61.99,1,32168
27.8,49.64,72.56,2047.5,5/1/2025,12:49:31,61.94,1,32169
27.8,49.63,72.56,2047.5,5/1/2025,12:49:42,61.9,1,32170
27.81,49.61,72.56,2047.5,5/1/2025,12:49:54,61.85,1,32171
27.83,49.64,72.57,2047.5,5/1/2025,12:50:06,61.8,1,32172
27.81,49.58,72.57,2047.5,5/1/2025,12:50:17,61.76,1,32173
27.81,49.65,72.57,2047.5,5/1/2025,12:50:29,61.71,1,32174
27.81,49.61,72.58,2047.5,5/1/2025,12:50:41,61.66,1,32175
27.82,49.61,72.58,2047.5,5/1/2025,12:50:53,61.62,1,32176
27.81,49.64,72.58,2047.5,5/1/2025,12:51:05,61.57,1,32177
27.82,49.62,72.59,2047.5,5/1/2025,12:51:17,61.52,1,32178
27.81,49.66,72.59,2047.5,5/1/2025,12:51:29,61.47,1,32179
27.81,49.61,72.59,2047.5,5/1/2025,12:51:40,61.43,1,32180
27.8,49.64,72.6,2047.5,5/1/2025,12:51:52,61.38,1,32181
27.79,49.66,72.6,2047.5,5/1/2025,12:52:04,61.33,1,32182
27.79,49.68,72.6,2047.5,5/1/2025,12:52:15,61.29,1,32183
27.79,49.66,72.6,2047.5,5/1/2025,12:52:27,61.24,1,32184
27.78,49.67,72.61,2047.5,5/1/2025,12:52:39,61.19,1,32185
27.81,49.65,72.61,2047.5,5/1/2025,12:52:51,61.15,1,32186
27.8,49.64,72.61,2047.5,5/1/2025,12:53:03,61.1,1,32187
27.8,49.68,72.62,2047.5,5/1/2025,12:53:14,61.06,1,32188
27.79,49.68,72.62,2047.5,5/1/2025,12:53:26,61.01,1,32189
27.79,49.69,72.62,2047.5,5/1/2025,12:53:38,60.96,1,32190
27.78,49.69,72.63,2047.5,5/1/2025,12:53:50,60.91,1,32191
27.78,49.69,72.63,2047.5,5/1/2025,12:54:02,60.87,1,32192
27.78,49.7,72.63,2047.5,5/1/2025,12:54:14,60.82,1,32193
27.76,49.69,72.64,2047.5,5/1/2025,12:54:26,60.77,1,32194
27.77,49.68,72.64,2047.5,5/1/2025,12:54:38,60.72,1,32195
27.79,49.71,72.64,2047.5,5/1/2025,12:54:50,60.67,1,32196
27.78,49.67,72.65,2047.5,5/1/2025,12:55:02,60.63,1,32197
27.78,49.72,72.65,2047.5,5/1/2025,12:55:13,60.58,1,32198
27.77,49.71,72.65,2047.5,5/1/2025,12:55:25,60.54,1,32199
27.78,49.69,72.66,2047.5,5/1/2025,12:55:37,60.49,1,32200
27.78,49.71,72.66,2047.5,5/1/2025,12:55:48,60.44,1,32201
27.76,49.7,72.66,2047.5,5/1/2025,12:56:00,60.4,1,32202
27.79,49.69,72.67,2047.5,5/1/2025,12:56:12,60.35,1,32203
27.78,49.71,72.67,2047.5,5/1/2025,12:56:24,60.3,1,32204
27.78,49.72,72.67,2047.5,5/1/2025,12:56:36,60.25,1,32205
27.78,49.69,72.68,2047.5,5/1/2025,12:56:47,60.21,1,32206
27.77,49.71,72.68,2047.5,5/1/2025,12:56:59,60.16,1,32207
27.78,49.73,72.68,2047.5,5/1/2025,12:57:11,60.12,1,32208
27.77,49.74,72.69,2047.5,5/1/2025,12:57:23,60.07,1,32209
27.76,49.74,72.69,2047.5,5/1/2025,12:57:35,60.02,1,32210
27.76,49.73,72.69,2047.5,5/1/2025,12:57:47,59.97,1,32211
27.75,49.71,72.7,2047.5,5/1/2025,12:57:59,59.92,1,32212
27.75,49.73,72.7,2047.5,5/1/2025,12:58:11,59.88,1,32213
27.75,49.75,72.7,2047.5,5/1/2025,12:58:22,59.83,1,32214
27.76,49.77,72.71,2047.5,5/1/2025,12:58:34,59.79,1,32215
27.76,49.79,72.71,2047.5,5/1/2025,12:58:46,59.74,1,32216
27.76,49.77,72.71,2047.5,5/1/2025,12:58:58,59.69,1,32217
27.75,49.75,72.72,2047.5,5/1/2025,12:59:09,59.65,1,32218
27.76,49.76,72.72,2047.5,5/1/2025,12:59:21,59.6,1,32219
27.75,49.78,72.72,2047.5,5/1/2025,12:59:33,59.55,1,32220
27.76,49.77,72.73,2047.5,5/1/2025,12:59:45,59.5,1,32221
27.75,49.76,72.73,2047.5,5/1/2025,12:59:56,59.46,1,32222
27.76,49.79,72.73,2047.5,5/1/2025,13:00:08,59.41,1,32223
27.77,49.76,72.74,2047.5,5/1/2025,13:00:20,59.37,1,32224
27.74,49.8,72.74,2047.5,5/1/2025,13:00:32,59.32,1,32225
27.75,49.79,72.74,2047.5,5/1/2025,13:00:44,59.27,1,32226
27.75,49.79,72.75,2047.5,5/1/2025,13:00:55,59.23,1,32227
27.75,49.78,72.75,2047.5,5/1/2025,13:01:07,59.18,1,32228
27.75,49.78,72.75,2047.5,5/1/2025,13:01:19,59.13,1,32229
27.75,49.82,72.76,2047.5,5/1/2025,13:01:31,59.08,1,32230
27.75,49.81,72.76,2047.5,5/1/2025,13:01:43,59.04,1,32231
27.76,49.8,72.76,2047.5,5/1/2025,13:01:55,58.99,1,32232
27.74,49.83,72.77,2047.5,5/1/2025,13:02:07,58.94,1,32233
27.75,49.8,72.77,2047.5,5/1/2025,13:02:18,58.9,1,32234
27.76,49.78,72.77,2047.5,5/1/2025,13:02:30,58.85,1,32235
27.75,49.76,72.78,2047.5,5/1/2025,13:02:42,58.8,1,32236
27.76,49.8,72.78,2047.5,5/1/2025,13:02:54,58.75,1,32237
27.76,49.82,72.78,2034.5,5/1/2025,13:03:06,58.71,1,32238
27.75,49.8,72.79,2047.5,5/1/2025,13:03:17,58.66,1,32239
27.75,49.76,72.79,2047.5,5/1/2025,13:03:29,58.62,1,32240
27.75,49.8,72.79,2047.5,5/1/2025,13:03:41,58.57,1,32241
27.75,49.78,72.8,2047.5,5/1/2025,13:03:53,58.52,1,32242
27.74,49.82,72.8,2047.5,5/1/2025,13:04:05,58.47,1,32243
27.76,49.79,72.8,2047.5,5/1/2025,13:04:17,58.42,1,32244
27.74,49.81,72.81,2047.5,5/1/2025,13:04:28,58.38,1,32245
27.75,49.83,72.81,2047.5,5/1/2025,13:04:40,58.33,1,32246
27.75,49.83,72.81,2047.5,5/1/2025,13:04:52,58.29,1,32247
27.76,49.82,72.82,2047.5,5/1/2025,13:05:04,58.24,1,32248
27.74,49.83,72.82,2047.5,5/1/2025,13:05:16,58.19,1,32249
27.75,49.85,72.82,2047.5,5/1/2025,13:05:28,58.14,1,32250
27.76,49.82,72.82,2047.5,5/1/2025,13:05:40,58.1,1,32251
27.76,49.82,72.83,2047.5,5/1/2025,13:05:51,58.05,1,32252
27.74,49.8,72.83,2047.5,5/1/2025,13:06:03,58,1,32253
27.75,49.81,72.83,2047.5,5/1/2025,13:06:15,57.96,1,32254
27.75,49.84,72.84,2040,5/1/2025,13:06:27,57.91,1,32255
27.76,49.84,72.84,2035.5,5/1/2025,13:06:39,57.86,1,32256
27.75,49.82,72.84,2047.5,5/1/2025,13:06:50,57.82,1,32257
27.75,49.8,72.85,2047.5,5/1/2025,13:07:03,57.77,1,32258
27.76,49.84,72.85,2047.5,5/1/2025,13:07:15,57.72,1,32259
27.76,49.84,72.85,2047.5,5/1/2025,13:07:27,57.67,1,32260
27.76,49.86,72.86,2047.5,5/1/2025,13:07:38,57.63,1,32261
27.76,49.85,72.86,2021,5/1/2025,13:07:50,57.58,1,32262
27.75,49.81,72.86,2047.5,5/1/2025,13:08:02,57.53,1,32263
27.77,49.86,72.87,2047.5,5/1/2025,13:08:14,57.48,1,32264
27.76,49.83,72.87,2047.5,5/1/2025,13:08:26,57.44,1,32265
27.76,49.82,72.87,2024.5,5/1/2025,13:08:38,57.39,1,32266
27.76,49.85,72.88,2044.5,5/1/2025,13:08:49,57.35,1,32267
27.76,49.84,72.88,2035,5/1/2025,13:09:01,57.3,1,32268
27.76,49.81,72.88,2047.5,5/1/2025,13:09:13,57.25,1,32269
27.75,49.84,72.89,2047.5,5/1/2025,13:09:24,57.21,1,32270
27.76,49.82,72.89,2047.5,5/1/2025,13:09:36,57.16,1,32271
27.75,49.87,72.89,2047.5,5/1/2025,13:09:48,57.11,1,32272
27.75,49.83,72.9,2047.5,5/1/2025,13:10:00,57.06,1,32273
27.77,49.83,72.9,2047.5,5/1/2025,13:10:12,57.02,1,32274
27.77,49.82,72.9,2047.5,5/1/2025,13:10:24,56.97,1,32275
27.76,49.85,72.91,2047.5,5/1/2025,13:10:36,56.92,1,32276
27.76,49.84,72.91,2047.5,5/1/2025,13:10:47,56.88,1,32277
27.76,49.85,72.91,2024,5/1/2025,13:10:59,56.83,1,32278
27.76,49.91,72.92,2047.5,5/1/2025,13:11:11,56.78,1,32279
27.74,49.85,72.92,2047.5,5/1/2025,13:11:23,56.73,1,32280
27.75,49.86,72.92,2047.5,5/1/2025,13:11:34,56.69,1,32281
27.74,49.88,72.93,2047.5,5/1/2025,13:11:46,56.64,1,32282
27.75,49.89,72.93,2047.5,5/1/2025,13:11:58,56.6,1,32283
27.75,49.88,72.93,2047.5,5/1/2025,13:12:10,56.55,1,32284
27.75,49.87,72.94,2047.5,5/1/2025,13:12:21,56.5,1,32285
27.76,49.86,72.94,2047.5,5/1/2025,13:12:34,56.45,1,32286
27.75,49.89,72.94,2047.5,5/1/2025,13:12:46,56.4,1,32287
27.74,49.88,72.95,2045,5/1/2025,13:12:57,56.36,1,32288
27.74,49.88,72.95,2047.5,5/1/2025,13:13:09,56.31,1,32289
27.75,49.89,72.95,2047.5,5/1/2025,13:13:21,56.27,1,32290
27.75,49.9,72.96,2047.5,5/1/2025,13:13:37,56.2,1,32291
27.75,49.9,72.96,2047.5,5/1/2025,13:13:51,56.15,1,32292
27.76,49.89,72.96,2047.5,5/1/2025,13:14:03,56.1,1,32293
27.75,49.88,72.97,2047.5,5/1/2025,13:14:15,56.05,1,32294
27.74,49.91,72.97,2047.5,5/1/2025,13:14:27,56,1,32295
27.75,49.9,72.98,2047.5,5/1/2025,13:14:41,55.95,1,32296
27.74,49.93,72.98,2041,5/1/2025,13:14:53,55.9,1,32297
27.76,49.9,72.98,2047.5,5/1/2025,13:15:05,55.85,1,32298
27.75,49.9,72.98,2045.5,5/1/2025,13:15:16,55.81,1,32299
27.75,49.97,72.99,2047.5,5/1/2025,13:15:28,55.76,1,32300
27.74,49.9,72.99,2047.5,5/1/2025,13:15:40,55.71,1,32301
27.75,49.9,73,2047.5,5/1/2025,13:15:52,55.67,1,32302
27.76,49.91,73,2047.5,5/1/2025,13:16:04,55.62,1,32303
27.74,49.95,73,2047.5,5/1/2025,13:16:15,55.58,1,32304
27.76,49.94,73,2047.5,5/1/2025,13:16:27,55.53,1,32305
27.76,49.94,73.01,2047.5,5/1/2025,13:16:39,55.48,1,32306
27.76,49.93,73.01,2047.5,5/1/2025,13:16:51,55.43,1,32307
27.75,49.94,73.01,2047.5,5/1/2025,13:17:02,55.39,1,32308
27.74,49.93,73.02,2040,5/1/2025,13:17:14,55.34,1,32309
27.74,49.96,73.02,2047.5,5/1/2025,13:17:26,55.29,1,32310
27.75,49.96,73.02,2047.5,5/1/2025,13:17:37,55.25,1,32311
27.75,49.96,73.03,2047.5,5/1/2025,13:17:49,55.2,1,32312
27.74,49.98,73.03,2047.5,5/1/2025,13:18:01,55.15,1,32313
27.74,49.97,73.03,2047.5,5/1/2025,13:18:13,55.11,1,32314
27.72,49.98,73.04,2047.5,5/1/2025,13:18:24,55.06,1,32315
27.72,49.99,73.04,2047.5,5/1/2025,13:18:36,55.02,1,32316
27.73,49.98,73.04,2047.5,5/1/2025,13:18:48,54.97,1,32317
27.71,49.98,73.05,2047.5,5/1/2025,13:19:00,54.92,1,32318
27.72,50.01,73.05,2047.5,5/1/2025,13:19:11,54.88,1,32319
27.73,50.01,73.05,2047.5,5/1/2025,13:19:23,54.83,1,32320
27.71,50,73.06,2047.5,5/1/2025,13:19:35,54.78,1,32321
27.72,49.99,73.06,2047.5,5/1/2025,13:19:47,54.73,1,32322
27.71,50.02,73.06,2047.5,5/1/2025,13:19:59,54.69,1,32323
27.69,50.05,73.07,2047.5,5/1/2025,13:20:10,54.64,1,32324
27.7,50.06,73.07,2047.5,5/1/2025,13:20:22,54.6,1,32325
27.72,50.05,73.07,2047.5,5/1/2025,13:20:34,54.55,1,32326
27.71,50.08,73.08,2047.5,5/1/2025,13:20:45,54.5,1,32327
27.71,50.06,73.08,2047.5,5/1/2025,13:20:57,54.46,1,32328
27.72,50.06,73.08,2047.5,5/1/2025,13:21:09,54.41,1,32329
27.72,50.09,73.09,2047.5,5/1/2025,13:21:20,54.37,1,32330
27.72,50.05,73.09,2047.5,5/1/2025,13:21:34,54.31,1,32331
27.72,50.09,73.09,2047.5,5/1/2025,13:21:46,54.26,1,32332
27.71,50.05,73.1,2047.5,5/1/2025,13:21:58,54.21,1,32333
27.72,50.08,73.1,2047.5,5/1/2025,13:22:10,54.17,1,32334
27.74,50.1,73.1,2047.5,5/1/2025,13:22:21,54.12,1,32335
27.72,50.1,73.11,2047.5,5/1/2025,13:22:33,54.08,1,32336
27.73,50.12,73.11,2047.5,5/1/2025,13:22:45,54.03,1,32337
27.73,50.07,73.11,2047.5,5/1/2025,13:22:57,53.98,1,32338
27.71,50.11,73.12,2047.5,5/1/2025,13:23:12,53.92,1,32339
27.7,50.13,73.12,2047.5,5/1/2025,13:23:24,53.87,1,32340
27.71,50.13,73.12,2047.5,5/1/2025,13:23:35,53.83,1,32341
27.71,50.18,73.13,2047.5,5/1/2025,13:23:47,53.78,1,32342
27.73,50.16,73.13,2047.5,5/1/2025,13:23:59,53.73,1,32343
27.72,50.15,73.13,2047.5,5/1/2025,13:24:11,53.69,1,32344
27.7,50.17,73.14,2047.5,5/1/2025,13:24:23,53.64,1,32345
27.72,50.18,73.14,2047.5,5/1/2025,13:24:34,53.6,1,32346
27.72,50.21,73.14,2047,5/1/2025,13:24:46,53.55,1,32347
27.7,50.16,73.15,2047.5,5/1/2025,13:24:58,53.5,1,32348
27.72,50.23,73.15,2047.5,5/1/2025,13:25:10,53.45,1,32349
27.72,50.17,73.15,2047.5,5/1/2025,13:25:21,53.41,1,32350
27.72,50.17,73.16,2047.5,5/1/2025,13:25:33,53.36,1,32351
27.71,50.17,73.16,2047.5,5/1/2025,13:25:45,53.31,1,32352
27.7,50.22,73.16,2047.5,5/1/2025,13:25:57,53.27,1,32353
27.72,50.19,73.17,2047.5,5/1/2025,13:26:09,53.22,1,32354
27.72,50.24,73.17,2039.5,5/1/2025,13:26:21,53.17,1,32355
27.73,50.21,73.17,2047,5/1/2025,13:26:33,53.12,1,32356
27.7,50.22,73.18,2047.5,5/1/2025,13:26:44,53.08,1,32357
27.71,50.23,73.18,2047.5,5/1/2025,13:26:56,53.03,1,32358
27.71,50.21,73.18,2047.5,5/1/2025,13:27:08,52.98,1,32359
27.71,50.23,73.19,2047.5,5/1/2025,13:27:19,52.94,1,32360
27.71,50.22,73.19,2047.5,5/1/2025,13:27:31,52.89,1,32361
27.71,50.22,73.19,2047.5,5/1/2025,13:27:43,52.85,1,32362
27.71,50.21,73.2,2047.5,5/1/2025,13:27:55,52.8,1,32363
27.71,50.21,73.2,2047.5,5/1/2025,13:28:07,52.75,1,32364
27.71,50.24,73.2,2047.5,5/1/2025,13:28:18,52.71,1,32365
27.71,50.23,73.21,2047.5,5/1/2025,13:28:30,52.66,1,32366
27.71,50.18,73.21,2047.5,5/1/2025,13:28:42,52.61,1,32367
27.72,50.25,73.21,2047.5,5/1/2025,13:28:54,52.56,1,32368
27.73,50.28,73.22,2046.5,5/1/2025,13:29:06,52.52,1,32369
27.74,50.24,73.22,2047.5,5/1/2025,13:29:18,52.47,1,32370
27.74,50.24,73.22,2047.5,5/1/2025,13:29:30,52.42,1,32371
27.72,50.25,73.23,2047.5,5/1/2025,13:29:41,52.38,1,32372
27.71,50.25,73.23,2047.5,5/1/2025,13:29:53,52.33,1,32373
27.73,50.28,73.23,2047.5,5/1/2025,13:30:05,52.28,1,32374
27.71,50.26,73.24,2047.5,5/1/2025,13:30:17,52.23,1,32375
27.72,50.25,73.24,2047.5,5/1/2025,13:30:28,52.19,1,32376
27.71,50.25,73.24,2047.5,5/1/2025,13:30:40,52.14,1,32377
27.7,50.26,73.24,2047.5,5/1/2025,13:30:52,52.1,1,32378
27.73,50.26,73.25,2047.5,5/1/2025,13:31:03,52.05,1,32379
27.73,50.24,73.25,2047.5,5/1/2025,13:31:15,52,1,32380
27.72,50.25,73.25,2047.5,5/1/2025,13:31:27,51.96,1,32381
27.72,50.26,73.26,2047,5/1/2025,13:31:39,51.91,1,32382
27.72,50.27,73.26,2047.5,5/1/2025,13:31:50,51.87,1,32383
27.73,50.24,73.26,2047.5,5/1/2025,13:32:02,51.82,1,32384
27.74,50.26,73.27,2047.5,5/1/2025,13:32:15,51.77,1,32385
27.72,50.27,73.27,2047.5,5/1/2025,13:32:26,51.72,1,32386
27.73,50.25,73.27,2033,5/1/2025,13:32:38,51.67,1,32387
27.74,50.25,73.28,2047.5,5/1/2025,13:32:50,51.63,1,32388
27.75,50.23,73.28,2045,5/1/2025,13:33:02,51.58,1,32389
27.75,50.24,73.28,2047.5,5/1/2025,13:33:14,51.53,1,32390
27.74,50.25,73.29,2045.5,5/1/2025,13:33:26,51.48,1,32391
27.73,50.22,73.29,2047.5,5/1/2025,13:33:37,51.44,1,32392
27.73,50.24,73.29,2047.5,5/1/2025,13:33:49,51.39,1,32393
27.73,50.22,73.3,2043,5/1/2025,13:34:01,51.35,1,32394
27.73,50.21,73.3,2047.5,5/1/2025,13:34:13,51.3,1,32395
27.73,50.28,73.3,2047.5,5/1/2025,13:34:24,51.25,1,32396
27.74,50.27,73.31,2047.5,5/1/2025,13:34:36,51.21,1,32397
27.73,50.29,73.31,2047.5,5/1/2025,13:34:48,51.16,1,32398
27.74,50.27,73.31,2047.5,5/1/2025,13:35:00,51.11,1,32399
27.73,50.28,73.32,2047.5,5/1/2025,13:35:12,51.06,1,32400
27.74,50.27,73.32,2047.5,5/1/2025,13:35:23,51.02,1,32401
27.73,50.27,73.32,2047.5,5/1/2025,13:35:35,50.97,1,32402
27.74,50.24,73.33,2047.5,5/1/2025,13:35:47,50.92,1,32403
27.73,50.27,73.33,2047.5,5/1/2025,13:35:58,50.88,1,32404
27.73,50.25,73.33,2047.5,5/1/2025,13:36:10,50.83,1,32405
27.74,50.24,73.34,2047.5,5/1/2025,13:36:22,50.79,1,32406
27.73,50.27,73.34,2039.5,5/1/2025,13:36:34,50.74,1,32407
27.73,50.27,73.34,2037,5/1/2025,13:36:46,50.69,1,32408
27.73,50.25,73.35,2040,5/1/2025,13:36:58,50.64,1,32409
27.73,50.3,73.35,2040.5,5/1/2025,13:37:09,50.6,1,32410
27.73,50.3,73.35,2047.5,5/1/2025,13:37:21,50.55,1,32411
27.72,50.3,73.36,2047.5,5/1/2025,13:37:33,50.5,1,32412
27.73,50.31,73.36,2047.5,5/1/2025,13:37:45,50.46,1,32413
27.73,50.31,73.36,2042,5/1/2025,13:37:56,50.41,1,32414
27.72,50.29,73.37,2047.5,5/1/2025,13:38:08,50.37,1,32415
27.72,50.27,73.37,2047.5,5/1/2025,13:38:20,50.32,1,32416
27.73,50.28,73.37,2045,5/1/2025,13:38:36,50.26,1,32417
27.74,50.27,73.38,2045,5/1/2025,13:38:47,50.21,1,32418
27.75,50.27,73.38,2043.5,5/1/2025,13:38:59,50.16,1,32419
27.75,50.28,73.38,2047.5,5/1/2025,13:39:11,50.12,1,32420
27.74,50.28,73.39,2044.5,5/1/2025,13:39:22,50.07,1,32421
27.75,50.29,73.39,2044.5,5/1/2025,13:39:34,50.02,1,32422
27.74,50.3,73.39,2045.5,5/1/2025,13:39:46,49.98,1,32423
27.75,50.27,73.4,2045,5/1/2025,13:39:58,49.93,1,32424
27.73,50.32,73.4,2047.5,5/1/2025,13:40:10,49.88,1,32425
27.74,50.31,73.4,2047,5/1/2025,13:40:21,49.84,1,32426
27.74,50.32,73.41,2038.5,5/1/2025,13:40:33,49.79,1,32427
27.74,50.29,73.41,2047.5,5/1/2025,13:40:45,49.74,1,32428
27.75,50.29,73.41,2044.5,5/1/2025,13:40:57,49.69,1,32429
27.75,50.3,73.42,2043,5/1/2025,13:41:08,49.65,1,32430
27.75,50.29,73.42,2046.5,5/1/2025,13:41:20,49.6,1,32431
27.75,50.34,73.42,2046.5,5/1/2025,13:41:32,49.56,1,32432
27.73,50.3,73.43,2043.5,5/1/2025,13:41:44,49.51,1,32433
27.74,50.31,73.43,2039.5,5/1/2025,13:41:55,49.46,1,32434
27.73,50.35,73.43,2047.5,5/1/2025,13:42:07,49.42,1,32435
27.74,50.31,73.44,2044.5,5/1/2025,13:42:19,49.37,1,32436
27.74,50.3,73.44,2047.5,5/1/2025,13:42:30,49.33,1,32437
27.73,50.34,73.44,2047.5,5/1/2025,13:42:42,49.28,1,32438
27.73,50.35,73.45,2047.5,5/1/2025,13:42:54,49.23,1,32439
27.73,50.35,73.45,2043.5,5/1/2025,13:43:05,49.19,1,32440
27.73,50.35,73.45,2038.5,5/1/2025,13:43:17,49.14,1,32441
27.73,50.36,73.46,2047.5,5/1/2025,13:43:29,49.09,1,32442
27.74,50.33,73.46,2044.5,5/1/2025,13:43:40,49.05,1,32443
27.74,50.35,73.46,2040,5/1/2025,13:43:52,49,1,32444
27.73,50.39,73.46,2043,5/1/2025,13:44:04,48.95,1,32445
27.76,50.36,73.47,2040.5,5/1/2025,13:44:16,48.9,1,32446
27.73,50.35,73.47,2044.5,5/1/2025,13:44:28,48.86,1,32447
27.73,50.36,73.47,2045.5,5/1/2025,13:44:40,48.81,1,32448
27.73,50.37,73.48,2035,5/1/2025,13:44:51,48.77,1,32449
27.74,50.37,73.48,2037.5,5/1/2025,13:45:03,48.72,1,32450
27.73,50.39,73.48,2040,5/1/2025,13:45:15,48.67,1,32451
27.73,50.39,73.49,2043.5,5/1/2025,13:45:27,48.62,1,32452
27.73,50.39,73.49,2040.5,5/1/2025,13:45:39,48.58,1,32453
