temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria
10.79,99.53,69.97,0.59,2025-02-07,05:20:00,45.29,4
13.53,93.72,70.04,1.16,2025-02-07,05:24:00,45.3,4
11.86,98.76,70.1,0.72,2025-02-07,05:28:00,44.91,4
10.37,85.66,70.17,1.17,2025-02-07,05:32:00,44.7,4
14.17,86.32,70.24,1.09,2025-02-07,05:36:00,44.05,4
12.91,92.89,70.3,0.41,2025-02-07,05:40:00,44.39,4
12.22,99.53,70.37,0.89,2025-02-07,05:44:00,44.27,4
11.29,90.54,70.44,0.85,2025-02-07,05:48:00,44.56,4
12.43,100.0,70.5,0.76,2025-02-07,05:52:00,43.65,4
10.73,95.67,70.57,0.47,2025-02-07,05:56:00,44.04,4
16.88,81.12,70.64,1.01,2025-02-07,06:00:00,44.46,4
15.82,80.5,70.7,0.88,2025-02-07,06:04:00,43.86,4
9.54,99.37,70.77,1.24,2025-02-07,06:08:00,43.71,4
10.57,90.94,70.84,1.12,2025-02-07,06:12:00,43.72,4
9.21,94.82,70.9,0.77,2025-02-07,06:16:00,43.93,4
7.19,100.0,70.97,0.55,2025-02-07,06:20:00,42.83,4
14.28,89.58,71.04,0.56,2025-02-07,06:24:00,43.6,4
10.5,100.0,71.1,1.22,2025-02-07,06:28:00,44.4,4
8.54,99.16,71.17,0.5,2025-02-07,06:32:00,44.04,4
7.2,96.18,71.24,0.57,2025-02-07,06:36:00,44.04,4
11.05,89.69,71.3,0.55,2025-02-07,06:40:00,42.87,4
11.26,100.0,71.37,0.65,2025-02-07,06:44:00,43.53,4
11.31,90.45,71.44,0.66,2025-02-07,06:48:00,43.64,4
12.58,94.06,71.5,0.86,2025-02-07,06:52:00,43.88,4
12.18,92.69,71.57,0.69,2025-02-07,06:56:00,44.15,4
7.77,100.0,71.64,0.71,2025-02-07,07:00:00,44.03,4
8.12,100.0,71.7,1.27,2025-02-07,07:04:00,43.21,4
12.21,93.11,71.77,0.74,2025-02-07,07:08:00,43.18,4
8.98,100.0,71.84,0.59,2025-02-07,07:12:00,44.12,4
7.25,100.0,71.9,1.35,2025-02-07,07:16:00,43.18,4
7.4,96.63,71.97,0.53,2025-02-07,07:20:00,42.78,4
12.0,94.47,72.04,0.75,2025-02-07,07:24:00,43.17,4
11.94,88.84,72.1,0.83,2025-02-07,07:28:00,43.9,4
10.33,88.69,72.17,1.14,2025-02-07,07:32:00,42.72,4
8.17,100.0,72.24,0.59,2025-02-07,07:36:00,42.91,4
9.91,97.45,72.3,0.74,2025-02-07,07:40:00,42.65,4
9.7,97.25,72.37,1.7,2025-02-07,07:44:00,43.51,4
9.13,96.19,72.44,0.81,2025-02-07,07:48:00,43.13,4
11.37,92.58,72.5,1.12,2025-02-07,07:52:00,43.4,4
9.04,91.02,72.57,2.89,2025-02-07,07:56:00,43.68,4
11.08,84.07,72.64,2.28,2025-02-07,08:00:00,42.09,4
10.67,98.44,72.7,0.78,2025-02-07,08:04:00,42.42,4
7.12,100.0,72.77,0.67,2025-02-07,08:08:00,42.53,4
14.0,87.74,72.84,0.7,2025-02-07,08:12:00,42.74,4
11.18,100.0,72.9,0.89,2025-02-07,08:16:00,42.91,4
6.85,100.0,72.97,1.4,2025-02-07,08:20:00,42.36,4
7.18,100.0,73.04,0.95,2025-02-07,08:24:00,42.22,4
13.24,100.0,73.1,0.86,2025-02-07,08:28:00,42.99,4
10.46,88.04,73.17,0.52,2025-02-07,08:32:00,42.74,4
11.24,92.9,73.24,0.81,2025-02-07,08:36:00,42.58,4
10.93,89.35,73.3,0.63,2025-02-07,08:40:00,41.3,4
12.36,89.62,73.37,0.46,2025-02-07,08:44:00,42.93,4
12.48,90.94,73.44,0.52,2025-02-07,08:48:00,42.37,4
8.5,97.03,73.5,1.19,2025-02-07,08:52:00,42.15,4
11.3,87.68,73.57,1.49,2025-02-07,08:56:00,41.78,4
7.53,99.04,73.64,0.88,2025-02-07,09:00:00,41.82,4
8.21,93.56,73.7,0.64,2025-02-07,09:04:00,41.65,4
9.83,100.0,73.77,0.84,2025-02-07,09:08:00,41.05,4
7.09,100.0,73.84,0.57,2025-02-07,09:12:00,41.59,4
8.99,98.24,73.9,0.35,2025-02-07,09:16:00,41.15,4
6.26,98.23,73.97,0.4,2025-02-07,09:20:00,41.87,4
10.62,94.84,74.04,0.47,2025-02-07,09:24:00,41.28,4
14.01,92.51,74.1,0.5,2025-02-07,09:28:00,42.17,4
10.86,92.01,74.17,1.27,2025-02-07,09:32:00,40.93,4
10.93,85.65,74.24,0.85,2025-02-07,09:36:00,42.31,4
10.22,98.27,74.3,0.34,2025-02-07,09:40:00,42.09,4
12.97,93.2,74.37,1.64,2025-02-07,09:44:00,41.09,4
10.99,95.13,74.44,0.66,2025-02-07,09:48:00,41.53,4
8.97,92.75,74.5,0.73,2025-02-07,09:52:00,41.1,4
11.59,97.41,74.57,0.66,2025-02-07,09:56:00,41.77,4
14.44,94.08,74.64,1.32,2025-02-07,10:00:00,42.33,4
8.57,98.55,74.7,1.17,2025-02-07,10:04:00,41.98,4
9.64,93.56,74.77,0.65,2025-02-07,10:08:00,41.0,4
11.4,91.02,74.84,0.47,2025-02-07,10:12:00,41.35,4
11.01,91.51,74.9,1.69,2025-02-07,10:16:00,42.01,4
12.65,88.82,74.97,1.46,2025-02-07,10:20:00,41.46,4
9.94,93.31,75.04,0.55,2025-02-07,10:24:00,41.66,4
10.95,95.18,75.1,0.97,2025-02-07,10:28:00,41.43,4
12.22,96.15,75.17,0.63,2025-02-07,10:32:00,41.09,4
12.4,98.65,75.24,1.44,2025-02-07,10:36:00,40.97,4
17.55,79.11,75.3,1.39,2025-02-07,10:40:00,40.36,4
14.02,85.22,75.37,0.71,2025-02-07,10:44:00,40.53,4
9.49,99.99,75.44,1.32,2025-02-07,10:48:00,40.42,4
10.66,89.45,75.5,1.42,2025-02-07,10:52:00,40.65,4
10.08,89.08,75.57,0.92,2025-02-07,10:56:00,40.82,4
16.16,81.05,75.64,3.98,2025-02-07,11:00:00,40.67,4
10.92,92.75,75.7,0.71,2025-02-07,11:04:00,40.79,4
14.35,96.65,75.77,0.48,2025-02-07,11:08:00,40.96,4
14.28,87.94,75.84,0.5,2025-02-07,11:12:00,40.38,4
10.51,95.61,75.9,1.36,2025-02-07,11:16:00,40.91,4
12.73,84.91,75.97,0.63,2025-02-07,11:20:00,41.06,4
13.18,95.6,76.04,0.61,2025-02-07,11:24:00,40.65,4
10.68,98.34,76.1,0.42,2025-02-07,11:28:00,40.13,4
17.55,81.33,76.17,1.13,2025-02-07,11:32:00,40.82,4
14.46,84.87,76.24,0.74,2025-02-07,11:36:00,40.54,4
17.45,88.61,76.3,1.41,2025-02-07,11:40:00,40.57,4
18.82,80.63,76.37,1.49,2025-02-07,11:44:00,40.98,4
14.87,84.37,76.44,1.94,2025-02-07,11:48:00,40.52,4
15.45,85.0,76.5,0.7,2025-02-07,11:52:00,40.9,4
13.27,91.28,76.57,0.62,2025-02-07,11:56:00,39.99,4
17.67,87.16,76.64,1.22,2025-02-07,12:00:00,39.8,4
15.06,89.03,76.71,0.64,2025-02-07,12:04:00,40.55,4
14.46,89.67,76.77,1.08,2025-02-07,12:08:00,39.43,4
13.92,87.91,76.84,0.65,2025-02-07,12:12:00,40.82,4
15.76,87.08,76.91,1.06,2025-02-07,12:16:00,40.48,4
17.02,82.52,76.97,0.92,2025-02-07,12:20:00,39.83,4
16.34,84.14,77.04,0.39,2025-02-07,12:24:00,40.34,4
17.02,91.58,77.11,0.6,2025-02-07,12:28:00,40.02,4
15.82,86.48,77.17,0.7,2025-02-07,12:32:00,39.0,4
17.43,82.02,77.24,0.5,2025-02-07,12:36:00,39.19,4
17.53,80.34,77.31,1.24,2025-02-07,12:40:00,39.69,4
19.17,70.24,77.37,0.62,2025-02-07,12:44:00,39.58,4
18.52,92.65,77.44,0.87,2025-02-07,12:48:00,40.11,4
17.39,94.9,77.51,0.81,2025-02-07,12:52:00,39.56,4
18.07,86.03,77.57,0.99,2025-02-07,12:56:00,38.73,4
15.11,82.16,77.64,0.69,2025-02-07,13:00:00,39.04,4
20.14,93.47,77.71,0.97,2025-02-07,13:04:00,39.64,4
17.25,77.1,77.77,1.48,2025-02-07,13:08:00,38.31,4
17.67,85.46,77.84,0.57,2025-02-07,13:12:00,38.47,4
17.14,75.73,77.91,1.05,2025-02-07,13:16:00,38.94,4
16.49,74.4,77.97,0.78,2025-02-07,13:20:00,39.54,4
16.8,85.96,78.04,0.88,2025-02-07,13:24:00,38.92,4
16.45,87.12,78.11,1.15,2025-02-07,13:28:00,39.22,4
18.3,83.14,78.17,0.92,2025-02-07,13:32:00,38.94,4
20.62,86.53,78.24,1.48,2025-02-07,13:36:00,38.82,4
19.08,81.14,78.31,1.36,2025-02-07,13:40:00,38.52,4
20.63,83.12,78.37,0.91,2025-02-07,13:44:00,39.22,4
20.44,75.43,78.44,1.06,2025-02-07,13:48:00,38.12,4
18.75,88.34,78.51,0.94,2025-02-07,13:52:00,38.59,4
22.3,83.45,78.57,0.4,2025-02-07,13:56:00,39.23,4
22.0,75.73,78.64,0.98,2025-02-07,14:00:00,38.23,4
21.82,79.15,78.71,0.51,2025-02-07,14:04:00,37.78,4
21.18,74.73,78.77,0.78,2025-02-07,14:08:00,37.46,4
19.84,79.13,78.84,0.44,2025-02-07,14:12:00,38.8,4
20.01,83.67,78.91,1.97,2025-02-07,14:16:00,38.79,4
20.81,81.21,78.97,0.92,2025-02-07,14:20:00,38.2,4
23.8,65.65,79.04,0.46,2025-02-07,14:24:00,37.69,4
23.45,69.13,79.11,1.08,2025-02-07,14:28:00,38.21,4
18.51,79.3,79.17,1.79,2025-02-07,14:32:00,38.82,4
22.08,77.97,79.24,1.26,2025-02-07,14:36:00,37.55,4
16.76,80.27,79.31,0.66,2025-02-07,14:40:00,38.67,4
21.03,71.39,79.37,0.75,2025-02-07,14:44:00,37.24,4
20.72,65.77,79.44,0.81,2025-02-07,14:48:00,37.47,4
23.36,85.39,79.51,1.36,2025-02-07,14:52:00,38.05,4
20.24,80.65,79.57,1.43,2025-02-07,14:56:00,38.42,4
19.53,73.49,79.64,0.97,2025-02-07,15:00:00,38.64,4
21.76,82.53,79.71,0.82,2025-02-07,15:04:00,38.35,4
22.91,83.11,79.77,0.64,2025-02-07,15:08:00,38.58,4
19.61,81.65,79.84,1.94,2025-02-07,15:12:00,37.85,4
25.53,74.82,79.91,1.05,2025-02-07,15:16:00,37.4,4
23.02,82.02,79.97,0.57,2025-02-07,15:20:00,38.26,4
23.63,77.58,80.04,0.62,2025-02-07,15:24:00,38.3,4
25.95,74.24,80.11,1.24,2025-02-07,15:28:00,38.04,4
22.44,68.67,80.17,0.63,2025-02-07,15:32:00,37.83,4
27.03,55.81,80.24,0.57,2025-02-07,15:36:00,38.17,4
24.24,77.95,80.31,1.38,2025-02-07,15:40:00,37.6,4
25.97,69.93,80.37,0.81,2025-02-07,15:44:00,37.37,4
25.43,69.58,80.44,2.07,2025-02-07,15:48:00,37.7,4
26.07,75.76,80.51,1.52,2025-02-07,15:52:00,37.53,4
25.0,67.73,80.57,1.29,2025-02-07,15:56:00,37.69,4
24.06,73.72,80.64,0.96,2025-02-07,16:00:00,37.13,4
29.03,66.74,80.71,1.25,2025-02-07,16:04:00,37.6,4
25.26,75.56,80.77,0.48,2025-02-07,16:08:00,37.53,4
23.25,76.83,80.84,1.11,2025-02-07,16:12:00,37.16,4
28.53,68.91,80.91,0.7,2025-02-07,16:16:00,36.63,4
25.11,70.31,80.97,1.11,2025-02-07,16:20:00,37.58,4
22.43,74.46,81.04,0.57,2025-02-07,16:24:00,36.31,4
24.37,75.15,81.11,1.13,2025-02-07,16:28:00,36.39,4
22.24,74.14,81.17,0.51,2025-02-07,16:32:00,36.9,4
24.74,68.75,81.24,0.8,2025-02-07,16:36:00,35.52,4
29.94,71.52,81.31,1.42,2025-02-07,16:40:00,37.5,4
27.48,65.41,81.37,0.8,2025-02-07,16:44:00,36.69,4
26.68,67.68,81.44,1.09,2025-02-07,16:48:00,37.4,4
25.67,77.64,81.51,0.37,2025-02-07,16:52:00,37.49,4
26.67,66.55,81.57,0.47,2025-02-07,16:56:00,36.46,4
29.3,67.65,81.64,1.05,2025-02-07,17:00:00,37.16,4
23.54,76.74,81.71,0.44,2025-02-07,17:04:00,35.91,4
33.19,59.76,81.77,0.59,2025-02-07,17:08:00,36.61,4
25.67,69.56,81.84,0.78,2025-02-07,17:12:00,36.11,4
27.05,63.8,81.91,1.02,2025-02-07,17:16:00,36.65,4
27.34,72.13,81.97,1.24,2025-02-07,17:20:00,36.7,4
27.4,74.41,82.04,0.71,2025-02-07,17:24:00,36.13,4
26.54,75.18,82.11,1.12,2025-02-07,17:28:00,36.43,4
29.74,67.25,82.17,1.84,2025-02-07,17:32:00,36.59,4
30.37,54.56,82.24,1.5,2025-02-07,17:36:00,36.16,4
30.1,68.69,82.31,1.55,2025-02-07,17:40:00,37.29,4
28.47,66.76,82.37,0.78,2025-02-07,17:44:00,35.9,4
27.21,66.23,82.44,1.26,2025-02-07,17:48:00,36.75,4
28.11,71.12,82.51,1.01,2025-02-07,17:52:00,36.45,4
28.4,68.53,82.57,1.32,2025-02-07,17:56:00,34.9,4
26.7,75.0,82.64,1.52,2025-02-07,18:00:00,36.53,4
29.1,68.05,82.71,0.94,2025-02-07,18:04:00,36.27,4
32.43,60.02,82.77,1.03,2025-02-07,18:08:00,35.75,4
28.57,65.4,82.84,0.42,2025-02-07,18:12:00,35.83,4
29.99,68.07,82.91,1.76,2025-02-07,18:16:00,35.84,4
27.75,61.69,82.97,0.73,2025-02-07,18:20:00,36.24,4
30.91,61.13,83.04,1.56,2025-02-07,18:24:00,35.29,4
27.89,57.19,83.11,0.79,2025-02-07,18:28:00,36.25,4
28.45,69.44,83.17,0.87,2025-02-07,18:32:00,34.86,4
30.37,67.67,83.24,0.93,2025-02-07,18:36:00,34.48,4
27.42,65.03,83.31,1.03,2025-02-07,18:40:00,35.61,4
30.32,59.05,83.38,0.83,2025-02-07,18:44:00,35.89,4
31.61,67.35,83.44,1.38,2025-02-07,18:48:00,35.13,4
29.89,61.6,83.51,1.05,2025-02-07,18:52:00,34.04,4
31.35,66.19,83.58,0.79,2025-02-07,18:56:00,34.38,4
27.08,69.32,83.64,0.52,2025-02-07,19:00:00,35.3,4
30.6,61.46,83.71,0.71,2025-02-07,19:04:00,35.02,4
28.83,69.65,83.78,1.09,2025-02-07,19:08:00,35.62,4
30.55,64.33,83.84,1.43,2025-02-07,19:12:00,34.97,4
32.98,68.0,83.91,0.71,2025-02-07,19:16:00,34.52,4
23.88,70.51,83.98,1.16,2025-02-07,19:20:00,35.0,4
28.64,60.42,84.04,0.83,2025-02-07,19:24:00,35.3,4
25.32,71.94,84.11,0.58,2025-02-07,19:28:00,35.42,4
27.46,71.19,84.18,1.31,2025-02-07,19:32:00,34.64,4
28.99,65.57,84.24,0.92,2025-02-07,19:36:00,34.69,4
31.68,71.47,84.31,0.41,2025-02-07,19:40:00,35.0,4
31.59,68.68,84.38,0.57,2025-02-07,19:44:00,34.18,4
31.54,60.06,84.44,0.57,2025-02-07,19:48:00,34.88,4
31.11,63.65,84.51,1.36,2025-02-07,19:52:00,34.35,4
27.32,60.0,84.58,0.69,2025-02-07,19:56:00,34.38,4
31.6,67.85,84.64,0.68,2025-02-07,20:00:00,34.37,4
28.64,63.63,84.71,0.54,2025-02-07,20:04:00,34.39,4
30.89,64.66,84.78,0.66,2025-02-07,20:08:00,35.23,4
28.15,66.49,84.84,0.66,2025-02-07,20:12:00,33.99,4
29.61,58.13,84.91,1.61,2025-02-07,20:16:00,33.97,4
29.83,69.43,84.98,1.05,2025-02-07,20:20:00,34.86,4
30.64,58.75,85.04,1.27,2025-02-07,20:24:00,34.31,4
28.25,65.03,85.11,1.6,2025-02-07,20:28:00,34.42,4
31.23,67.43,85.18,0.62,2025-02-07,20:32:00,33.48,4
27.25,64.27,85.24,0.56,2025-02-07,20:36:00,34.07,4
33.25,67.58,85.31,1.25,2025-02-07,20:40:00,34.31,4
28.31,62.6,85.38,0.78,2025-02-07,20:44:00,33.52,4
25.87,65.35,85.44,5.0,2025-02-07,20:48:00,34.12,4
29.6,65.83,85.51,0.53,2025-02-07,20:52:00,33.66,4
28.88,74.85,85.58,0.48,2025-02-07,20:56:00,33.39,4
27.82,68.24,85.64,1.06,2025-02-07,21:00:00,34.17,4
32.3,66.45,85.71,0.67,2025-02-07,21:04:00,34.19,4
31.07,56.69,85.78,0.82,2025-02-07,21:08:00,33.63,4
30.43,62.52,85.84,0.68,2025-02-07,21:12:00,33.75,4
27.54,67.17,85.91,0.82,2025-02-07,21:16:00,34.14,4
28.34,61.19,85.98,1.12,2025-02-07,21:20:00,33.23,4
28.11,59.87,86.04,0.75,2025-02-07,21:24:00,33.56,4
25.62,70.36,86.11,0.68,2025-02-07,21:28:00,33.14,4
29.75,73.28,86.18,0.78,2025-02-07,21:32:00,32.78,4
29.82,66.36,86.24,0.35,2025-02-07,21:36:00,33.04,4
29.31,62.62,86.31,1.25,2025-02-07,21:40:00,32.63,4
29.44,55.65,86.38,1.29,2025-02-07,21:44:00,33.36,4
26.64,68.17,86.44,1.5,2025-02-07,21:48:00,32.71,4
27.04,67.24,86.51,0.83,2025-02-07,21:52:00,32.35,4
28.11,69.75,86.58,0.8,2025-02-07,21:56:00,33.38,4
31.43,61.59,86.64,1.97,2025-02-07,22:00:00,33.3,4
30.9,66.81,86.71,0.55,2025-02-07,22:04:00,32.75,4
29.51,69.57,86.78,1.64,2025-02-07,22:08:00,33.22,4
32.42,61.03,86.84,1.79,2025-02-07,22:12:00,32.41,4
29.31,65.76,86.91,0.65,2025-02-07,22:16:00,32.58,4
29.46,65.98,86.98,0.66,2025-02-07,22:20:00,32.93,4
31.05,54.7,87.04,1.04,2025-02-07,22:24:00,33.19,4
29.38,69.54,87.11,0.6,2025-02-07,22:28:00,32.44,4
31.18,71.72,87.18,0.8,2025-02-07,22:32:00,32.28,4
27.83,68.55,87.24,0.74,2025-02-07,22:36:00,33.03,4
26.38,66.52,87.31,1.76,2025-02-07,22:40:00,32.79,4
27.36,68.93,87.38,0.72,2025-02-07,22:44:00,32.51,4
27.91,65.96,87.44,1.92,2025-02-07,22:48:00,32.98,4
25.5,71.88,87.51,1.32,2025-02-07,22:52:00,33.32,4
25.77,69.79,87.58,0.54,2025-02-07,22:56:00,32.48,4
26.23,59.9,87.64,1.4,2025-02-07,23:00:00,31.96,4
24.75,73.35,87.71,0.94,2025-02-07,23:04:00,32.45,4
25.64,82.66,87.78,1.11,2025-02-07,23:08:00,31.75,4
28.16,61.08,87.84,0.67,2025-02-07,23:12:00,32.73,4
28.15,73.26,87.91,1.33,2025-02-07,23:16:00,31.71,4
23.62,76.57,87.98,1.16,2025-02-07,23:20:00,31.92,4
26.91,65.04,88.04,0.81,2025-02-07,23:24:00,31.55,4
26.02,64.26,88.11,0.41,2025-02-07,23:28:00,32.01,4
28.12,69.13,88.18,1.35,2025-02-07,23:32:00,31.98,4
25.34,73.8,88.24,0.53,2025-02-07,23:36:00,32.2,4
23.26,67.57,88.31,0.68,2025-02-07,23:40:00,31.84,4
24.62,77.7,88.38,0.53,2025-02-07,23:44:00,31.76,4
23.05,72.95,88.44,0.83,2025-02-07,23:48:00,31.4,4
20.79,81.28,88.51,1.11,2025-02-07,23:52:00,31.5,4
25.04,75.95,88.58,1.88,2025-02-07,23:56:00,30.9,4
26.04,75.42,88.64,0.64,2025-02-08,00:00:00,32.24,4
25.22,67.22,88.71,0.55,2025-02-08,00:04:00,31.45,4
22.12,86.87,88.78,0.91,2025-02-08,00:08:00,32.27,4
21.83,72.64,88.84,1.37,2025-02-08,00:12:00,31.34,4
24.82,77.24,88.91,0.78,2025-02-08,00:16:00,30.41,4
27.62,66.07,88.98,0.86,2025-02-08,00:20:00,31.09,4
26.66,70.27,89.04,0.45,2025-02-08,00:24:00,31.26,4
23.32,74.4,89.11,0.74,2025-02-08,00:28:00,31.25,4
24.17,76.08,89.18,0.5,2025-02-08,00:32:00,31.51,4
25.41,77.13,89.24,0.81,2025-02-08,00:36:00,31.21,4
23.13,72.24,89.31,1.04,2025-02-08,00:40:00,30.91,4
20.57,74.76,89.38,2.61,2025-02-08,00:44:00,30.57,4
17.45,73.51,89.44,0.97,2025-02-08,00:48:00,30.78,4
23.29,75.97,89.51,0.93,2025-02-08,00:52:00,31.24,4
22.36,75.62,89.58,0.88,2025-02-08,00:56:00,31.32,4
19.18,81.78,89.64,0.64,2025-02-08,01:00:00,30.5,4
19.57,80.14,89.71,2.26,2025-02-08,01:04:00,31.3,4
21.72,81.21,89.78,1.26,2025-02-08,01:08:00,31.03,4
20.99,75.99,89.84,1.29,2025-02-08,01:12:00,30.25,4
24.77,74.59,89.91,1.37,2025-02-08,01:16:00,30.77,4
24.57,72.98,89.98,0.63,2025-02-08,01:20:00,30.79,4
19.86,75.4,90.05,1.02,2025-02-08,01:24:00,30.02,4
24.4,69.97,90.11,0.84,2025-02-08,01:28:00,29.83,4
24.45,77.92,90.18,0.51,2025-02-08,01:32:00,30.7,4
21.63,81.67,90.25,0.52,2025-02-08,01:36:00,30.19,4
19.01,85.18,90.31,1.08,2025-02-08,01:40:00,31.12,4
20.94,77.75,90.38,1.03,2025-02-08,01:44:00,31.18,4
16.27,74.37,90.45,0.84,2025-02-08,01:48:00,30.51,4
19.17,72.92,90.51,1.66,2025-02-08,01:52:00,30.7,4
20.71,77.62,90.58,0.76,2025-02-08,01:56:00,29.67,4
20.77,71.25,90.65,1.44,2025-02-08,02:00:00,29.47,4
18.94,87.32,90.71,0.41,2025-02-08,02:04:00,30.02,4
19.79,76.27,90.78,0.8,2025-02-08,02:08:00,29.4,4
17.44,82.47,90.85,1.1,2025-02-08,02:12:00,30.15,4
22.12,85.5,90.91,1.07,2025-02-08,02:16:00,29.55,4
22.02,82.12,90.98,0.41,2025-02-08,02:20:00,29.99,4
20.38,81.17,91.05,0.91,2025-02-08,02:24:00,29.76,4
18.25,83.74,91.11,0.96,2025-02-08,02:28:00,30.12,4
16.96,80.78,91.18,0.86,2025-02-08,02:32:00,29.92,4
20.13,83.62,91.25,0.84,2025-02-08,02:36:00,29.51,4
18.63,83.11,91.31,0.76,2025-02-08,02:40:00,28.98,4
16.09,85.19,91.38,0.5,2025-02-08,02:44:00,29.7,4
20.04,83.15,91.45,0.64,2025-02-08,02:48:00,28.7,4
16.86,88.01,91.51,1.46,2025-02-08,02:52:00,30.14,4
15.85,81.36,91.58,0.89,2025-02-08,02:56:00,29.74,4
19.31,85.63,91.65,0.71,2025-02-08,03:00:00,29.85,4
15.67,86.07,91.71,0.92,2025-02-08,03:04:00,28.9,4
17.33,84.42,91.78,1.1,2025-02-08,03:08:00,29.51,4
19.48,74.21,91.85,0.46,2025-02-08,03:12:00,28.95,4
19.11,74.91,91.91,1.26,2025-02-08,03:16:00,29.31,4
17.26,76.83,91.98,1.07,2025-02-08,03:20:00,28.69,4
14.07,100.0,92.05,0.41,2025-02-08,03:24:00,29.1,4
15.26,98.45,92.11,1.51,2025-02-08,03:28:00,28.41,4
20.92,70.1,92.18,0.6,2025-02-08,03:32:00,28.97,4
17.83,75.69,92.25,1.19,2025-02-08,03:36:00,28.18,4
15.31,84.47,92.31,1.02,2025-02-08,03:40:00,29.83,4
13.1,95.89,92.38,1.34,2025-02-08,03:44:00,28.99,4
11.66,95.64,92.45,0.79,2025-02-08,03:48:00,28.86,4
17.74,94.23,92.51,1.58,2025-02-08,03:52:00,29.15,4
17.62,82.04,92.58,1.31,2025-02-08,03:56:00,28.12,4
14.92,84.13,92.65,0.43,2025-02-08,04:00:00,28.33,4
14.03,89.24,92.71,0.82,2025-02-08,04:04:00,28.94,4
16.97,83.68,92.78,1.46,2025-02-08,04:08:00,28.71,4
11.6,92.47,92.85,0.56,2025-02-08,04:12:00,28.22,4
18.4,82.93,92.91,0.94,2025-02-08,04:16:00,28.86,4
15.74,96.99,92.98,0.67,2025-02-08,04:20:00,28.64,4
11.62,93.18,93.05,0.96,2025-02-08,04:24:00,28.69,4
15.55,81.35,93.11,0.85,2025-02-08,04:28:00,28.59,4
12.48,89.83,93.18,0.51,2025-02-08,04:32:00,28.0,4
11.04,97.08,93.25,1.14,2025-02-08,04:36:00,28.26,4
15.14,90.3,93.31,0.39,2025-02-08,04:40:00,27.32,4
11.23,95.88,93.38,0.55,2025-02-08,04:44:00,27.95,4
10.64,85.55,93.45,0.81,2025-02-08,04:48:00,28.03,4
14.15,80.98,93.51,1.35,2025-02-08,04:52:00,28.42,4
12.85,90.07,93.58,0.92,2025-02-08,04:56:00,28.32,4
14.95,89.8,93.65,0.42,2025-02-08,05:00:00,27.64,4
12.21,87.54,93.71,0.85,2025-02-08,05:04:00,27.58,4
11.91,99.61,93.78,0.42,2025-02-08,05:08:00,28.57,4
8.5,99.96,93.85,0.67,2025-02-08,05:12:00,27.73,4
13.46,87.22,93.91,0.73,2025-02-08,05:16:00,27.88,4
12.3,100.0,93.98,0.78,2025-02-08,05:20:00,28.17,4
14.61,85.76,94.05,1.38,2025-02-08,05:24:00,27.69,4
13.64,87.69,94.11,1.14,2025-02-08,05:28:00,27.61,4
12.68,88.9,94.18,1.43,2025-02-08,05:32:00,27.48,4
10.45,94.54,94.25,1.36,2025-02-08,05:36:00,27.34,4
10.98,88.16,94.31,0.97,2025-02-08,05:40:00,27.62,4
12.81,94.47,94.38,0.46,2025-02-08,05:44:00,26.59,4
11.51,97.11,94.45,0.89,2025-02-08,05:48:00,27.27,4
14.36,91.8,94.51,1.36,2025-02-08,05:52:00,27.67,4
14.06,86.65,94.58,0.6,2025-02-08,05:56:00,27.57,4
10.84,91.5,94.65,0.61,2025-02-08,06:00:00,28.01,4
11.44,95.9,94.71,0.6,2025-02-08,06:04:00,27.68,4
9.58,96.71,94.78,0.88,2025-02-08,06:08:00,27.42,4
10.89,89.66,94.85,0.93,2025-02-08,06:12:00,27.18,4
12.91,80.51,94.91,1.14,2025-02-08,06:16:00,26.89,4
9.85,93.25,94.98,1.37,2025-02-08,06:20:00,27.32,4
10.13,97.41,95.05,1.33,2025-02-08,06:24:00,27.19,4
8.46,99.79,95.11,0.6,2025-02-08,06:28:00,26.79,4
9.6,88.03,95.18,0.98,2025-02-08,06:32:00,26.5,4
11.89,96.35,95.25,0.59,2025-02-08,06:36:00,26.86,4
10.12,100.0,95.31,1.53,2025-02-08,06:40:00,27.42,4
8.24,95.88,95.38,0.99,2025-02-08,06:44:00,26.85,4
10.91,92.61,95.45,0.91,2025-02-08,06:48:00,26.76,4
10.33,91.88,95.51,2.07,2025-02-08,06:52:00,26.91,4
12.63,89.29,95.58,0.41,2025-02-08,06:56:00,26.89,4
10.07,100.0,95.65,1.1,2025-02-08,07:00:00,26.73,4
8.31,93.62,95.71,0.88,2025-02-08,07:04:00,26.53,4
12.18,92.94,95.78,0.79,2025-02-08,07:08:00,26.25,4
8.28,96.21,95.85,0.6,2025-02-08,07:12:00,26.96,4
7.58,99.58,95.91,0.88,2025-02-08,07:16:00,26.2,4
8.07,96.46,95.98,0.89,2025-02-08,07:20:00,27.15,4
8.9,100.0,96.05,1.12,2025-02-08,07:24:00,26.4,4
6.32,100.0,96.11,0.9,2025-02-08,07:28:00,26.3,4
6.62,100.0,96.18,1.38,2025-02-08,07:32:00,26.61,4
11.62,91.5,96.25,0.75,2025-02-08,07:36:00,25.85,4
9.7,99.39,96.31,2.08,2025-02-08,07:40:00,26.42,4
9.69,91.71,96.38,0.82,2025-02-08,07:44:00,26.14,4
9.9,97.3,96.45,0.63,2025-02-08,07:48:00,26.24,4
