temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID,horas_operacion,ciclo_operacion,fecha_ultima_calibracion,hora_ultima_calibracion
26.99,53.78,23.38,1784,4/6/2025,1:42:11,15.31,1,6781,1456.54,3,4/4/2025,9:09:35
26.99,53.79,23.38,1791.5,4/6/2025,1:42:23,15.29,1,6782,1456.55,3,4/4/2025,9:09:35
27,53.8,23.38,1773.5,4/6/2025,1:42:35,15.27,1,6783,1456.55,3,4/4/2025,9:09:35
27.01,53.81,23.39,1778.5,4/6/2025,1:42:47,15.26,1,6784,1456.55,3,4/4/2025,9:09:35
26.99,53.83,23.39,1743.5,4/6/2025,1:42:59,15.24,1,6785,1456.56,3,4/4/2025,9:09:35
27,53.81,23.39,1714.5,4/6/2025,1:43:11,15.22,1,6786,1456.56,3,4/4/2025,9:09:35
26.97,53.79,23.4,1747.5,4/6/2025,1:43:23,15.2,1,6787,1456.56,3,4/4/2025,9:09:35
26.99,53.78,23.4,1755,4/6/2025,1:43:35,15.19,1,6788,1456.57,3,4/4/2025,9:09:35
27.01,53.76,23.4,1727.5,4/6/2025,1:43:47,15.17,1,6789,1456.57,3,4/4/2025,9:09:35
27.01,53.74,23.41,1808.5,4/6/2025,1:43:59,15.15,1,6790,1456.57,3,4/4/2025,9:09:35
27.01,53.74,23.41,1805.5,4/6/2025,1:44:11,15.13,1,6791,1456.58,3,4/4/2025,9:09:35
27.01,53.74,23.41,1805.5,4/6/2025,1:44:23,15.11,1,6792,1456.58,3,4/4/2025,9:09:35
26.99,53.8,23.42,1805.5,4/6/2025,1:44:35,15.1,1,6793,1456.58,3,4/4/2025,9:09:35
26.98,53.83,23.42,1790.5,4/6/2025,1:44:47,15.08,1,6794,1456.59,3,4/4/2025,9:09:35
26.96,53.91,23.42,1761,4/6/2025,1:44:59,15.06,1,6795,1456.59,3,4/4/2025,9:09:35
26.96,53.96,23.43,1800,4/6/2025,1:45:11,15.04,1,6796,1456.59,3,4/4/2025,9:09:35
26.98,53.98,23.43,1799,4/6/2025,1:45:23,15.03,1,6797,1456.6,3,4/4/2025,9:09:35
26.97,53.92,23.43,1788.5,4/6/2025,1:45:35,15.01,1,6798,1456.6,3,4/4/2025,9:09:35
26.96,53.87,23.44,1813.5,4/6/2025,1:45:47,14.99,1,6799,1456.6,3,4/4/2025,9:09:35
26.98,53.86,23.44,1725,4/6/2025,1:45:59,14.97,1,6800,1456.61,3,4/4/2025,9:09:35
26.97,53.86,23.44,1744.5,4/6/2025,1:46:12,14.96,1,6801,1456.61,3,4/4/2025,9:09:35
26.97,53.85,23.45,1764.5,4/6/2025,1:46:24,14.94,1,6802,1456.61,3,4/4/2025,9:09:35
26.98,53.86,23.45,1743.5,4/6/2025,1:46:36,14.92,1,6803,1456.62,3,4/4/2025,9:09:35
26.96,53.86,23.45,1740.5,4/6/2025,1:46:48,14.9,1,6804,1456.62,3,4/4/2025,9:09:35
26.95,53.88,23.46,1753.5,4/6/2025,1:47:00,14.89,1,6805,1456.62,3,4/4/2025,9:09:35
26.96,53.84,23.46,1743,4/6/2025,1:47:12,14.87,1,6806,1456.63,3,4/4/2025,9:09:35
26.96,53.86,23.46,1773.5,4/6/2025,1:47:24,14.85,1,6807,1456.63,3,4/4/2025,9:09:35
26.96,53.9,23.47,1762.5,4/6/2025,1:47:36,14.83,1,6808,1456.63,3,4/4/2025,9:09:35
26.94,53.95,23.47,1773,4/6/2025,1:47:48,14.81,1,6809,1456.64,3,4/4/2025,9:09:35
26.93,53.91,23.47,1763.5,4/6/2025,1:48:00,14.8,1,6810,1456.64,3,4/4/2025,9:09:35
26.94,53.87,23.48,1693.5,4/6/2025,1:48:12,14.78,1,6811,1456.64,3,4/4/2025,9:09:35
26.96,53.86,23.48,1718.5,4/6/2025,1:48:24,14.76,1,6812,1456.65,3,4/4/2025,9:09:35
26.95,53.87,23.48,1744,4/6/2025,1:48:37,14.74,1,6813,1456.65,3,4/4/2025,9:09:35
26.94,53.89,23.49,1729,4/6/2025,1:48:49,14.73,1,6814,1456.65,3,4/4/2025,9:09:35
26.94,53.92,23.49,1728.5,4/6/2025,1:49:00,14.71,1,6815,1456.66,3,4/4/2025,9:09:35
26.93,53.96,23.49,1718.5,4/6/2025,1:49:13,14.69,1,6816,1456.66,3,4/4/2025,9:09:35
26.91,53.96,23.5,1709,4/6/2025,1:49:25,14.67,1,6817,1456.66,3,4/4/2025,9:09:35
26.91,53.97,23.5,1703,4/6/2025,1:49:37,14.66,1,6818,1456.67,3,4/4/2025,9:09:35
26.89,54.01,23.5,1715,4/6/2025,1:49:49,14.64,1,6819,1456.67,3,4/4/2025,9:09:35
26.88,54.03,23.51,1705.5,4/6/2025,1:50:01,14.62,1,6820,1456.67,3,4/4/2025,9:09:35
26.86,54.06,23.51,1759,4/6/2025,1:50:13,14.6,1,6821,1456.68,3,4/4/2025,9:09:35
26.86,54.04,23.51,1779.5,4/6/2025,1:50:25,14.59,1,6822,1456.68,3,4/4/2025,9:09:35
26.87,54.05,23.52,1791.5,4/6/2025,1:50:37,14.57,1,6823,1456.68,3,4/4/2025,9:09:35
26.86,54.07,23.52,1778,4/6/2025,1:50:49,14.55,1,6824,1456.69,3,4/4/2025,9:09:35
26.88,54.05,23.52,1775.5,4/6/2025,1:51:01,14.53,1,6825,1456.69,3,4/4/2025,9:09:35
26.86,54.04,23.53,1787,4/6/2025,1:51:13,14.52,1,6826,1456.69,3,4/4/2025,9:09:35
26.85,54.06,23.53,1768.5,4/6/2025,1:51:25,14.5,1,6827,1456.7,3,4/4/2025,9:09:35
26.86,54.04,23.53,1771,4/6/2025,1:51:37,14.48,1,6828,1456.7,3,4/4/2025,9:09:35
26.88,54.08,23.54,1774.5,4/6/2025,1:51:49,14.46,1,6829,1456.7,3,4/4/2025,9:09:35
26.88,54.07,23.54,1752,4/6/2025,1:52:01,14.44,1,6830,1456.71,3,4/4/2025,9:09:35
26.89,54.12,23.54,1744.5,4/6/2025,1:52:13,14.43,1,6831,1456.71,3,4/4/2025,9:09:35
26.88,54.08,23.55,1774,4/6/2025,1:52:25,14.41,1,6832,1456.71,3,4/4/2025,9:09:35
26.88,54.06,23.55,1739,4/6/2025,1:52:40,14.39,1,6833,1456.72,3,4/4/2025,9:09:35
26.87,54.07,23.55,1732.5,4/6/2025,1:52:52,14.37,1,6834,1456.72,3,4/4/2025,9:09:35
26.87,54.02,23.56,1752,4/6/2025,1:53:04,14.36,1,6835,1456.72,3,4/4/2025,9:09:35
26.89,54.04,23.56,1781.5,4/6/2025,1:53:16,14.34,1,6836,1456.73,3,4/4/2025,9:09:35
26.88,54.03,23.56,1752,4/6/2025,1:53:29,14.32,1,6837,1456.73,3,4/4/2025,9:09:35
26.88,54.06,23.57,1791.5,4/6/2025,1:53:41,14.3,1,6838,1456.74,3,4/4/2025,9:09:35
26.88,54.07,23.57,1802.5,4/6/2025,1:53:52,14.29,1,6839,1456.74,3,4/4/2025,9:09:35
26.88,54.07,23.57,1829,4/6/2025,1:54:04,14.27,1,6840,1456.74,3,4/4/2025,9:09:35
26.89,54.03,23.58,1791.5,4/6/2025,1:54:16,14.25,1,6841,1456.74,3,4/4/2025,9:09:35
26.88,54.04,23.58,1802,4/6/2025,1:54:28,14.23,1,6842,1456.75,3,4/4/2025,9:09:35
26.88,54.07,23.58,1804.5,4/6/2025,1:54:40,14.22,1,6843,1456.75,3,4/4/2025,9:09:35
26.88,54.05,23.59,1797.5,4/6/2025,1:54:52,14.2,1,6844,1456.75,3,4/4/2025,9:09:35
26.89,54.05,23.59,1791.5,4/6/2025,1:55:04,14.18,1,6845,1456.76,3,4/4/2025,9:09:35
26.9,54.04,23.59,1807.5,4/6/2025,1:55:20,14.16,1,6846,1456.76,3,4/4/2025,9:09:35
26.89,54.07,23.6,1747.5,4/6/2025,1:55:32,14.14,1,6847,1456.77,3,4/4/2025,9:09:35
26.91,54.08,23.6,1727.5,4/6/2025,1:55:44,14.13,1,6848,1456.77,3,4/4/2025,9:09:35
26.89,54.08,23.6,1743.5,4/6/2025,1:55:56,14.11,1,6849,1456.77,3,4/4/2025,9:09:35
26.9,54.05,23.61,1775,4/6/2025,1:56:08,14.09,1,6850,1456.78,3,4/4/2025,9:09:35
26.91,54.05,23.61,1784,4/6/2025,1:56:20,14.07,1,6851,1456.78,3,4/4/2025,9:09:35
26.91,54.04,23.61,1765,4/6/2025,1:56:32,14.06,1,6852,1456.78,3,4/4/2025,9:09:35
26.91,54.03,23.62,1765.5,4/6/2025,1:56:44,14.04,1,6853,1456.79,3,4/4/2025,9:09:35
26.91,54.05,23.62,1763.5,4/6/2025,1:56:55,14.02,1,6854,1456.79,3,4/4/2025,9:09:35
26.9,54.06,23.62,1765.5,4/6/2025,1:57:08,14,1,6855,1456.79,3,4/4/2025,9:09:35
26.91,54.06,23.63,1785.5,4/6/2025,1:57:20,13.99,1,6856,1456.8,3,4/4/2025,9:09:35
26.9,54.07,23.63,1784,4/6/2025,1:57:32,13.97,1,6857,1456.8,3,4/4/2025,9:09:35
26.91,54.03,23.63,1790.5,4/6/2025,1:57:46,13.95,1,6858,1456.8,3,4/4/2025,9:09:35
26.91,54.04,23.64,1805,4/6/2025,1:57:58,13.93,1,6859,1456.81,3,4/4/2025,9:09:35
26.93,54.03,23.64,1799.5,4/6/2025,1:58:10,13.92,1,6860,1456.81,3,4/4/2025,9:09:35
26.91,54.05,23.64,1791.5,4/6/2025,1:58:22,13.9,1,6861,1456.81,3,4/4/2025,9:09:35
26.91,54.06,23.65,1791.5,4/6/2025,1:58:34,13.88,1,6862,1456.82,3,4/4/2025,9:09:35
26.93,54.04,23.65,1806.5,4/6/2025,1:58:46,13.86,1,6863,1456.82,3,4/4/2025,9:09:35
26.94,54.02,23.65,1815.5,4/6/2025,1:58:58,13.84,1,6864,1456.82,3,4/4/2025,9:09:35
26.92,54.1,23.66,1807.5,4/6/2025,1:59:10,13.83,1,6865,1456.83,3,4/4/2025,9:09:35
26.93,54.09,23.66,1805.5,4/6/2025,1:59:22,13.81,1,6866,1456.83,3,4/4/2025,9:09:35
26.94,54.06,23.66,1811.5,4/6/2025,1:59:34,13.79,1,6867,1456.83,3,4/4/2025,9:09:35
26.95,54.07,23.67,1808.5,4/6/2025,1:59:49,13.77,1,6868,1456.84,3,4/4/2025,9:09:35
26.95,54.06,23.67,1814.5,4/6/2025,2:00:01,13.76,1,6869,1456.84,3,4/4/2025,9:09:35
26.96,54.09,23.68,1816,4/6/2025,2:00:13,13.74,1,6870,1456.84,3,4/4/2025,9:09:35
26.95,54.07,23.68,1808,4/6/2025,2:00:25,13.72,1,6871,1456.85,3,4/4/2025,9:09:35
26.96,54.06,23.68,1802.5,4/6/2025,2:00:37,13.7,1,6872,1456.85,3,4/4/2025,9:09:35
26.98,54.04,23.69,1809,4/6/2025,2:00:49,13.69,1,6873,1456.85,3,4/4/2025,9:09:35
26.96,54.07,23.69,1806.5,4/6/2025,2:01:01,13.67,1,6874,1456.86,3,4/4/2025,9:09:35
26.97,54.04,23.69,1820.5,4/6/2025,2:01:13,13.65,1,6875,1456.86,3,4/4/2025,9:09:35
26.98,54.07,23.7,1824,4/6/2025,2:01:26,13.63,1,6876,1456.86,3,4/4/2025,9:09:35
26.98,54.09,23.7,1816,4/6/2025,2:01:37,13.62,1,6877,1456.87,3,4/4/2025,9:09:35
26.98,54.06,23.7,1813.5,4/6/2025,2:01:49,13.6,1,6878,1456.87,3,4/4/2025,9:09:35
26.98,54.04,23.71,1805,4/6/2025,2:02:01,13.58,1,6879,1456.87,3,4/4/2025,9:09:35
26.98,54.09,23.71,1809,4/6/2025,2:02:14,13.56,1,6880,1456.88,3,4/4/2025,9:09:35
26.98,54.09,23.71,1814,4/6/2025,2:02:25,13.54,1,6881,1456.88,3,4/4/2025,9:09:35
26.98,54.05,23.72,1808.5,4/6/2025,2:02:37,13.53,1,6882,1456.88,3,4/4/2025,9:09:35
26.99,54.1,23.72,1817.5,4/6/2025,2:02:49,13.51,1,6883,1456.89,3,4/4/2025,9:09:35
27,54.08,23.72,1811,4/6/2025,2:03:01,13.49,1,6884,1456.89,3,4/4/2025,9:09:35
27.01,54.07,23.73,1813.5,4/6/2025,2:03:13,13.47,1,6885,1456.89,3,4/4/2025,9:09:35
27.02,54.06,23.73,1811,4/6/2025,2:03:25,13.46,1,6886,1456.9,3,4/4/2025,9:09:35
27,54.06,23.73,1811.5,4/6/2025,2:03:37,13.44,1,6887,1456.9,3,4/4/2025,9:09:35
27.01,54.04,23.74,1814.5,4/6/2025,2:03:50,13.42,1,6888,1456.9,3,4/4/2025,9:09:35
27.02,54.07,23.74,1816,4/6/2025,2:04:01,13.4,1,6889,1456.91,3,4/4/2025,9:09:35
27.02,54.06,23.74,1816,4/6/2025,2:04:13,13.39,1,6890,1456.91,3,4/4/2025,9:09:35
27.03,54.08,23.75,1816,4/6/2025,2:04:25,13.37,1,6891,1456.91,3,4/4/2025,9:09:35
27.02,54.08,23.75,1818,4/6/2025,2:04:37,13.35,1,6892,1456.92,3,4/4/2025,9:09:35
27.04,54.08,23.75,1814.5,4/6/2025,2:04:49,13.33,1,6893,1456.92,3,4/4/2025,9:09:35
27.03,54.08,23.76,1803.5,4/6/2025,2:05:01,13.32,1,6894,1456.92,3,4/4/2025,9:09:35
27.03,54.07,23.76,1813,4/6/2025,2:05:13,13.3,1,6895,1456.93,3,4/4/2025,9:09:35
27.01,54.06,23.76,1815.5,4/6/2025,2:05:25,13.28,1,6896,1456.93,3,4/4/2025,9:09:35
26.99,54.06,23.77,1837.5,4/6/2025,2:05:37,13.26,1,6897,1456.93,3,4/4/2025,9:09:35
27.02,54.1,23.77,1825,4/6/2025,2:05:48,13.25,1,6898,1456.94,3,4/4/2025,9:09:35
27.01,54.08,23.77,1817.5,4/6/2025,2:06:00,13.23,1,6899,1456.94,3,4/4/2025,9:09:35
27.02,54.08,23.78,1828.5,4/6/2025,2:06:12,13.21,1,6900,1456.94,3,4/4/2025,9:09:35
27.01,54.04,23.78,1826.5,4/6/2025,2:06:24,13.19,1,6901,1456.95,3,4/4/2025,9:09:35
27.02,54.05,23.78,1823,4/6/2025,2:06:36,13.17,1,6902,1456.95,3,4/4/2025,9:09:35
27.03,54.04,23.79,1821.5,4/6/2025,2:06:48,13.16,1,6903,1456.95,3,4/4/2025,9:09:35
27.03,53.99,23.79,1818.5,4/6/2025,2:07:00,13.14,1,6904,1456.96,3,4/4/2025,9:09:35
27.02,54,23.79,1818,4/6/2025,2:07:12,13.12,1,6905,1456.96,3,4/4/2025,9:09:35
27.03,54.02,23.8,1817.5,4/6/2025,2:07:24,13.1,1,6906,1456.96,3,4/4/2025,9:09:35
27.05,54.07,23.8,1837.5,4/6/2025,2:07:36,13.09,1,6907,1456.97,3,4/4/2025,9:09:35
27.07,54,23.8,1814.5,4/6/2025,2:07:48,13.07,1,6908,1456.97,3,4/4/2025,9:09:35
27.07,54.05,23.81,1781,4/6/2025,2:08:00,13.05,1,6909,1456.97,3,4/4/2025,9:09:35
27.08,54.04,23.81,1818.5,4/6/2025,2:08:12,13.03,1,6910,1456.98,3,4/4/2025,9:09:35
27.1,53.91,23.81,1810.5,4/6/2025,2:08:24,13.02,1,6911,1456.98,3,4/4/2025,9:09:35
27.08,53.87,23.82,1797.5,4/6/2025,2:08:36,13,1,6912,1456.98,3,4/4/2025,9:09:35
27.08,53.77,23.82,1808,4/6/2025,2:08:51,12.98,1,6913,1456.99,3,4/4/2025,9:09:35
27.1,53.71,23.82,1811.5,4/6/2025,2:09:03,12.96,1,6914,1456.99,3,4/4/2025,9:09:35
27.11,53.69,23.83,1791.5,4/6/2025,2:09:15,12.95,1,6915,1456.99,3,4/4/2025,9:09:35
27.1,53.65,23.83,1788.5,4/6/2025,2:09:27,12.93,1,6916,1457,3,4/4/2025,9:09:35
27.08,53.63,23.83,1799.5,4/6/2025,2:09:39,12.91,1,6917,1457,3,4/4/2025,9:09:35
27.1,53.62,23.84,1791.5,4/6/2025,2:09:51,12.89,1,6918,1457,3,4/4/2025,9:09:35
27.1,53.63,23.84,1776.5,4/6/2025,2:10:03,12.87,1,6919,1457.01,3,4/4/2025,9:09:35
27.08,53.64,23.84,1736,4/6/2025,2:10:15,12.86,1,6920,1457.01,3,4/4/2025,9:09:35
27.1,53.6,23.85,1752.5,4/6/2025,2:10:27,12.84,1,6921,1457.01,3,4/4/2025,9:09:35
27.08,53.62,23.85,1738.5,4/6/2025,2:10:39,12.82,1,6922,1457.02,3,4/4/2025,9:09:35
27.1,53.7,23.85,1768,4/6/2025,2:10:51,12.8,1,6923,1457.02,3,4/4/2025,9:09:35
27.09,53.7,23.86,1773.5,4/6/2025,2:11:02,12.79,1,6924,1457.02,3,4/4/2025,9:09:35
27.09,53.66,23.86,1783,4/6/2025,2:11:14,12.77,1,6925,1457.03,3,4/4/2025,9:09:35
27.1,53.71,23.86,1778.5,4/6/2025,2:11:26,12.75,1,6926,1457.03,3,4/4/2025,9:09:35
27.08,53.64,23.87,1790.5,4/6/2025,2:11:39,12.73,1,6927,1457.03,3,4/4/2025,9:09:35
27.08,53.61,23.87,1809.5,4/6/2025,2:11:51,12.72,1,6928,1457.04,3,4/4/2025,9:09:35
27.09,53.59,23.87,1821,4/6/2025,2:12:03,12.7,1,6929,1457.04,3,4/4/2025,9:09:35
27.1,53.58,23.88,1821,4/6/2025,2:12:15,12.68,1,6930,1457.04,3,4/4/2025,9:09:35
27.09,53.61,23.88,1839.5,4/6/2025,2:12:27,12.66,1,6931,1457.05,3,4/4/2025,9:09:35
27.09,53.58,23.88,1831.5,4/6/2025,2:12:39,12.65,1,6932,1457.05,3,4/4/2025,9:09:35
27.11,53.53,23.89,1819,4/6/2025,2:12:51,12.63,1,6933,1457.05,3,4/4/2025,9:09:35
27.11,53.55,23.89,1829,4/6/2025,2:13:03,12.61,1,6934,1457.06,3,4/4/2025,9:09:35
27.13,53.5,23.89,1824,4/6/2025,2:13:15,12.59,1,6935,1457.06,3,4/4/2025,9:09:35
27.11,53.5,23.9,1828.5,4/6/2025,2:13:27,12.58,1,6936,1457.06,3,4/4/2025,9:09:35
27.13,53.52,23.9,1832.5,4/6/2025,2:13:39,12.56,1,6937,1457.07,3,4/4/2025,9:09:35
27.11,53.47,23.9,1839,4/6/2025,2:13:51,12.54,1,6938,1457.07,3,4/4/2025,9:09:35
27.13,53.5,23.91,1869,4/6/2025,2:14:03,12.52,1,6939,1457.07,3,4/4/2025,9:09:35
27.12,53.52,23.91,1833.5,4/6/2025,2:14:15,12.5,1,6940,1457.08,3,4/4/2025,9:09:35
27.11,53.51,23.91,1839,4/6/2025,2:14:27,12.49,1,6941,1457.08,3,4/4/2025,9:09:35
27.11,53.5,23.92,1836.5,4/6/2025,2:14:39,12.47,1,6942,1457.08,3,4/4/2025,9:09:35
27.13,53.53,23.92,1840,4/6/2025,2:14:51,12.45,1,6943,1457.09,3,4/4/2025,9:09:35
27.11,53.52,23.92,1840,4/6/2025,2:15:03,12.43,1,6944,1457.09,3,4/4/2025,9:09:35
27.12,53.53,23.93,1841,4/6/2025,2:15:15,12.42,1,6945,1457.09,3,4/4/2025,9:09:35
27.11,53.55,23.93,1841.5,4/6/2025,2:15:27,12.4,1,6946,1457.1,3,4/4/2025,9:09:35
27.12,53.54,23.93,1840.5,4/6/2025,2:15:39,12.38,1,6947,1457.1,3,4/4/2025,9:09:35
27.11,53.51,23.94,1842.5,4/6/2025,2:15:51,12.36,1,6948,1457.1,3,4/4/2025,9:09:35
27.11,53.5,23.94,1840.5,4/6/2025,2:16:03,12.35,1,6949,1457.11,3,4/4/2025,9:09:35
27.12,53.49,23.94,1841,4/6/2025,2:16:15,12.33,1,6950,1457.11,3,4/4/2025,9:09:35
27.13,53.5,23.95,1841.5,4/6/2025,2:16:27,12.31,1,6951,1457.11,3,4/4/2025,9:09:35
27.13,53.52,23.95,1842,4/6/2025,2:16:39,12.29,1,6952,1457.12,3,4/4/2025,9:09:35
27.12,53.5,23.95,1840,4/6/2025,2:16:51,12.28,1,6953,1457.12,3,4/4/2025,9:09:35
27.13,53.47,23.96,1838.5,4/6/2025,2:17:03,12.26,1,6954,1457.12,3,4/4/2025,9:09:35
27.14,53.49,23.96,1832.5,4/6/2025,2:17:15,12.24,1,6955,1457.13,3,4/4/2025,9:09:35
27.12,53.47,23.96,1835.5,4/6/2025,2:17:27,12.22,1,6956,1457.13,3,4/4/2025,9:09:35
27.14,53.49,23.97,1833.5,4/6/2025,2:17:39,12.2,1,6957,1457.13,3,4/4/2025,9:09:35
27.13,53.49,23.97,1833.5,4/6/2025,2:17:51,12.19,1,6958,1457.14,3,4/4/2025,9:09:35
27.16,53.5,23.97,1832,4/6/2025,2:18:03,12.17,1,6959,1457.14,3,4/4/2025,9:09:35
27.13,53.52,23.98,1836,4/6/2025,2:18:15,12.15,1,6960,1457.14,3,4/4/2025,9:09:35
27.16,53.52,23.98,1838.5,4/6/2025,2:18:27,12.13,1,6961,1457.15,3,4/4/2025,9:09:35
27.15,53.44,23.98,1832,4/6/2025,2:18:39,12.12,1,6962,1457.15,3,4/4/2025,9:09:35
27.15,53.46,23.99,1837.5,4/6/2025,2:18:51,12.1,1,6963,1457.15,3,4/4/2025,9:09:35
27.14,53.46,23.99,1832.5,4/6/2025,2:19:03,12.08,1,6964,1457.16,3,4/4/2025,9:09:35
27.16,53.43,23.99,1864,4/6/2025,2:19:15,12.06,1,6965,1457.16,3,4/4/2025,9:09:35
27.18,53.5,24,1828,4/6/2025,2:19:27,12.05,1,6966,1457.16,3,4/4/2025,9:09:35
27.17,53.47,24,1831,4/6/2025,2:19:39,12.03,1,6967,1457.17,3,4/4/2025,9:09:35
27.19,53.48,24,1825.5,4/6/2025,2:19:51,12.01,1,6968,1457.17,3,4/4/2025,9:09:35
27.19,53.46,24.01,1824,4/6/2025,2:20:03,11.99,1,6969,1457.17,3,4/4/2025,9:09:35
27.2,53.43,24.01,1824,4/6/2025,2:20:15,11.98,1,6970,1457.18,3,4/4/2025,9:09:35
27.21,53.47,24.01,1828.5,4/6/2025,2:20:27,11.96,1,6971,1457.18,3,4/4/2025,9:09:35
27.22,53.47,24.02,1830,4/6/2025,2:20:39,11.94,1,6972,1457.18,3,4/4/2025,9:09:35
27.2,53.43,24.02,1848,4/6/2025,2:20:51,11.92,1,6973,1457.19,3,4/4/2025,9:09:35
27.24,53.41,24.02,1825.5,4/6/2025,2:21:03,11.9,1,6974,1457.19,3,4/4/2025,9:09:35
27.24,53.4,24.03,1826,4/6/2025,2:21:15,11.89,1,6975,1457.19,3,4/4/2025,9:09:35
27.23,53.41,24.03,1821.5,4/6/2025,2:21:27,11.87,1,6976,1457.2,3,4/4/2025,9:09:35
27.23,53.36,24.03,1816.5,4/6/2025,2:21:39,11.85,1,6977,1457.2,3,4/4/2025,9:09:35
27.24,53.37,24.04,1848.5,4/6/2025,2:21:50,11.83,1,6978,1457.2,3,4/4/2025,9:09:35
27.24,53.36,24.04,1828.5,4/6/2025,2:22:02,11.82,1,6979,1457.21,3,4/4/2025,9:09:35
27.23,53.35,24.04,1832,4/6/2025,2:22:14,11.8,1,6980,1457.21,3,4/4/2025,9:09:35
27.25,53.3,24.05,1827.5,4/6/2025,2:22:26,11.78,1,6981,1457.21,3,4/4/2025,9:09:35
27.23,53.31,24.05,1817.5,4/6/2025,2:22:39,11.76,1,6982,1457.22,3,4/4/2025,9:09:35
27.23,53.33,24.05,1809,4/6/2025,2:22:50,11.75,1,6983,1457.22,3,4/4/2025,9:09:35
27.24,53.32,24.06,1798.5,4/6/2025,2:23:02,11.73,1,6984,1457.22,3,4/4/2025,9:09:35
27.24,53.33,24.06,1798,4/6/2025,2:23:14,11.71,1,6985,1457.23,3,4/4/2025,9:09:35
27.22,53.31,24.06,1798.5,4/6/2025,2:23:26,11.69,1,6986,1457.23,3,4/4/2025,9:09:35
27.23,53.33,24.07,1786,4/6/2025,2:23:38,11.68,1,6987,1457.23,3,4/4/2025,9:09:35
27.23,53.32,24.07,1791.5,4/6/2025,2:23:50,11.66,1,6988,1457.24,3,4/4/2025,9:09:35
27.23,53.29,24.07,1799.5,4/6/2025,2:24:02,11.64,1,6989,1457.24,3,4/4/2025,9:09:35
27.21,53.33,24.08,1785,4/6/2025,2:24:14,11.62,1,6990,1457.24,3,4/4/2025,9:09:35
27.21,53.34,24.08,1787.5,4/6/2025,2:24:25,11.6,1,6991,1457.25,3,4/4/2025,9:09:35
27.21,53.35,24.08,1815.5,4/6/2025,2:24:37,11.59,1,6992,1457.25,3,4/4/2025,9:09:35
27.22,53.39,24.09,1815.5,4/6/2025,2:24:49,11.57,1,6993,1457.25,3,4/4/2025,9:09:35
27.22,53.39,24.09,1811,4/6/2025,2:25:01,11.55,1,6994,1457.26,3,4/4/2025,9:09:35
27.2,53.4,24.09,1816,4/6/2025,2:25:13,11.53,1,6995,1457.26,3,4/4/2025,9:09:35
27.21,53.42,24.1,1822,4/6/2025,2:25:27,11.52,1,6996,1457.26,3,4/4/2025,9:09:35
27.2,53.42,24.1,1805.5,4/6/2025,2:25:39,11.5,1,6997,1457.27,3,4/4/2025,9:09:35
27.23,53.43,24.1,1812,4/6/2025,2:25:54,11.48,1,6998,1457.27,3,4/4/2025,9:09:35
27.2,53.43,24.11,1809.5,4/6/2025,2:26:06,11.46,1,6999,1457.28,3,4/4/2025,9:09:35
27.19,53.38,24.11,1815.5,4/6/2025,2:26:18,11.45,1,7000,1457.28,3,4/4/2025,9:09:35
27.19,53.4,24.11,1799.5,4/6/2025,2:26:30,11.43,1,7001,1457.28,3,4/4/2025,9:09:35
27.21,53.41,24.12,1791.5,4/6/2025,2:26:42,11.41,1,7002,1457.29,3,4/4/2025,9:09:35
27.19,53.43,24.12,1789.5,4/6/2025,2:26:54,11.39,1,7003,1457.29,3,4/4/2025,9:09:35
27.19,53.43,24.12,1787,4/6/2025,2:27:06,11.38,1,7004,1457.29,3,4/4/2025,9:09:35
27.19,53.45,24.13,1781.5,4/6/2025,2:27:18,11.36,1,7005,1457.3,3,4/4/2025,9:09:35
27.19,53.44,24.13,1791.5,4/6/2025,2:27:32,11.34,1,7006,1457.3,3,4/4/2025,9:09:35
27.2,53.42,24.13,1784,4/6/2025,2:27:44,11.32,1,7007,1457.3,3,4/4/2025,9:09:35
27.19,53.45,24.14,1787,4/6/2025,2:27:56,11.31,1,7008,1457.31,3,4/4/2025,9:09:35
27.18,53.51,24.14,1787.5,4/6/2025,2:28:09,11.29,1,7009,1457.31,3,4/4/2025,9:09:35
27.18,53.49,24.14,1816,4/6/2025,2:28:20,11.27,1,7010,1457.31,3,4/4/2025,9:09:35
27.18,53.49,24.15,1799,4/6/2025,2:28:32,11.25,1,7011,1457.32,3,4/4/2025,9:09:35
27.18,53.55,24.15,1791.5,4/6/2025,2:28:44,11.23,1,7012,1457.32,3,4/4/2025,9:09:35
27.17,53.5,24.15,1787.5,4/6/2025,2:28:56,11.22,1,7013,1457.32,3,4/4/2025,9:09:35
27.18,53.55,24.16,1768.5,4/6/2025,2:29:08,11.2,1,7014,1457.33,3,4/4/2025,9:09:35
27.17,53.61,24.16,1768,4/6/2025,2:29:20,11.18,1,7015,1457.33,3,4/4/2025,9:09:35
27.18,53.62,24.16,1761.5,4/6/2025,2:29:32,11.16,1,7016,1457.33,3,4/4/2025,9:09:35
27.17,53.61,24.17,1736.5,4/6/2025,2:29:44,11.15,1,7017,1457.34,3,4/4/2025,9:09:35
27.17,53.62,24.17,1719.5,4/6/2025,2:29:56,11.13,1,7018,1457.34,3,4/4/2025,9:09:35
27.16,53.59,24.17,1707.5,4/6/2025,2:30:08,11.11,1,7019,1457.34,3,4/4/2025,9:09:35
